placa,market,plan_type,balance,payment,term_months,protections_allowed,protections_used,protections_remaining,contract_status,contract_valid_until,contract_reset_cycle_days,requires_manual_review,expected_payment,bank_transfer,cash_collection,observed_payment,arrears_amount,coverage_ratio_30d,coverage_ratio_14d,coverage_ratio_7d,gnv_credit_30d,gnv_credit_14d,gnv_credit_7d,litros_30d,avg_30d_litros,downtime_hours_30d,downtime_hours_14d,downtime_hours_7d,distance_km_30d,engine_hours_30d,fault_events_30d,hase_consumption_gap_flag,hase_fault_alert_flag,hase_telemetry_ok_flag,has_recent_promise_break,last_protection_at,scenario,risk_story
LAB-167,AGUASCALIENTES,proteccion_total,520000,19000,48,3,1,2,active,2026-05-05,365,False,19000,7037.1,10173.42,17210.52,1789.48,1.237,0.56,0.29,24047.44,10640.0,5503.87,1359.71,45.32,150.69,77.15,39.3,3876.1,139.1,0,1,0,1,0,2025-09-06,consumption_gap,consumption_gap
LAB-168,EDOMEX - ECATEPEC,proteccion_light,360000,13500,36,1,1,0,active,2026-03-04,180,False,13500,7302.58,4610.53,11913.11,1586.89,1.394,1.465,1.4,16472.98,19780.54,18900.0,3800.0,126.67,4.68,3.38,4.2,11317.5,379.4,5,0,1,1,0,2025-06-17,fault_alert,fault_alert
LAB-169,EDOMEX - TLANEPANTLA,proteccion_total,520000,19000,48,3,1,2,active,2025-11-30,365,False,19000,10342.4,9216.06,19558.46,0.0,1.6,1.5,1.4,31473.97,28500.0,26600.0,3800.0,126.67,1.83,5.03,1.05,12102.8,432.8,0,0,0,1,0,2025-06-17,baseline,baseline
LAB-170,EDOMEX - TLANEPANTLA,proteccion_ilimitada,610000,20500,60,4,1,3,active,2026-03-03,180,False,20500,10191.69,8143.25,18334.94,2165.06,0.24,0.176,0.138,5342.22,3611.92,2819.48,200.0,6.67,8.89,7.82,1.83,650.5,21.4,3,0,1,1,0,2025-07-25,fault_alert,fault_alert
LAB-171,AGUASCALIENTES,proteccion_total,520000,19000,48,3,1,2,active,2026-04-05,365,False,19000,10243.0,9958.04,20201.04,0.0,1.216,0.529,0.257,20948.2,10050.49,4884.91,1104.86,36.83,154.15,73.29,38.27,3447.4,117.1,0,0,0,1,0,2025-08-15,baseline,baseline
LAB-172,AGUASCALIENTES,proteccion_total,520000,19000,48,3,2,1,expired,2026-01-03,365,True,19000,4698.69,2054.53,6753.22,12246.78,1.306,0.574,0.309,26405.24,10900.19,5875.93,1435.03,47.83,136.03,68.96,35.82,4569.6,160.2,0,0,0,1,1,2025-06-17,delinquency,promesa_incumplida
LAB-173,EDOMEX - TLANEPANTLA,proteccion_caduca,455000,17200,40,2,2,0,active,2025-12-21,365,False,17200,10303.16,6803.45,17106.61,93.39,1.6,1.5,1.4,26883.23,25800.0,24080.0,3800.0,126.67,0.22,1.18,2.35,11792.9,371.9,0,0,0,1,0,2025-06-21,baseline,baseline
LAB-174,EDOMEX - TLANEPANTLA,proteccion_light,360000,13500,36,1,1,0,active,2025-12-22,180,False,13500,6908.91,4169.53,11078.44,2421.56,0.166,0.111,0.094,2085.73,1496.66,1266.1,200.0,6.67,30.47,19.79,7.76,652.2,22.6,4,0,1,1,0,2025-08-12,fault_alert,fault_alert
LAB-175,AGUASCALIENTES,proteccion_caduca,455000,17200,40,2,0,2,active,2026-03-20,365,False,17200,11814.81,6732.18,18546.99,0.0,1.517,1.5,1.4,27221.3,25800.0,24080.0,3800.0,126.67,2.11,2.67,1.93,12422.2,434.9,0,0,0,1,0,2025-08-27,baseline,baseline
LAB-176,EDOMEX - TLANEPANTLA,proteccion_basica,470000,16800,44,2,0,2,active,2026-02-22,240,False,16800,9175.13,5310.86,14485.99,2314.01,0.1,0.05,0.02,1434.87,840.0,336.0,200.0,6.67,11.8,11.8,11.8,551.5,18.2,0,1,0,1,0,2025-07-10,consumption_gap,consumption_gap
LAB-177,EDOMEX - TLANEPANTLA,proteccion_total,520000,19000,48,3,1,2,active,2025-11-20,365,False,19000,11414.53,7521.59,18936.12,63.88,0.138,0.081,0.068,2688.35,1536.47,1288.28,200.0,6.67,31.73,12.24,12.26,588.9,19.4,0,0,0,1,0,2025-07-16,baseline,baseline
LAB-178,EDOMEX - ECATEPEC,proteccion_total,520000,19000,48,3,3,0,active,2026-03-16,365,False,19000,11363.1,7078.17,18441.27,558.73,0.1,0.05,0.029,1666.92,950.0,555.47,200.0,6.67,47.06,47.06,47.06,583.3,18.2,0,0,0,1,0,2025-07-01,baseline,baseline
LAB-179,AGUASCALIENTES,proteccion_basica,470000,16800,44,2,1,1,active,2026-04-28,240,False,16800,10208.35,6744.62,16952.97,0.0,1.051,1.005,1.004,18672.38,16883.1,16867.25,635.84,21.19,159.25,75.21,38.88,1797.9,62.7,0,0,0,1,0,2025-06-19,baseline,baseline
LAB-180,EDOMEX - TLANEPANTLA,proteccion_caduca,455000,17200,40,2,1,1,active,2026-01-27,365,False,17200,7605.62,8819.8,16425.42,774.58,0.801,0.772,0.789,14651.18,13283.45,13579.06,503.73,16.79,280.0,132.69,65.83,1389.8,48.5,2,0,1,0,0,2025-07-12,fault_alert,fault_alert
LAB-181,EDOMEX - TLANEPANTLA,proteccion_basica,470000,16800,44,2,2,0,active,2026-02-09,240,False,16800,9926.5,7231.88,17158.38,-1342.24,0.882,0.86,0.877,16144.07,14447.97,14726.42,499.31,16.64,97.66,97.66,74.24,1430.8,44.9,0,0,0,1,0,2025-06-07,baseline,baseline
LAB-182,EDOMEX - TLANEPANTLA,proteccion_caduca,455000,17200,40,2,0,2,active,2025-12-22,365,False,17200,10093.88,7015.88,17109.76,90.24,0.162,0.162,0.102,2676.98,2782.48,1754.38,200.0,6.67,131.8,131.8,74.04,653.4,23.0,0,0,0,0,0,2025-09-06,baseline,baseline
LAB-183,EDOMEX - TLANEPANTLA,proteccion_light,360000,13500,36,1,0,1,active,2025-12-31,180,False,13500,7595.15,6004.31,13599.46,0.0,1.281,1.326,1.4,17583.69,17904.93,18900.0,3800.0,126.67,2.26,3.64,0.4,12578.1,500.5,0,0,0,1,0,2025-06-30,baseline,baseline
LAB-184,EDOMEX - TLANEPANTLA,proteccion_total,520000,19000,48,3,1,2,active,2026-04-06,365,False,19000,13281.31,6947.71,20229.02,0.0,0.1,0.05,0.02,1679.59,950.0,380.0,200.0,6.67,11.79,11.79,11.79,655.5,20.6,0,0,0,1,0,2025-07-16,baseline,baseline
LAB-185,EDOMEX - ECATEPEC,proteccion_light,360000,13500,36,1,1,0,active,2026-04-14,180,False,13500,8765.48,5108.92,13874.4,0.0,0.1,0.077,0.058,1329.13,1036.4,777.22,200.0,6.67,63.3,34.4,8.63,522.6,16.5,0,0,0,1,0,2025-08-15,baseline,baseline
LAB-186,EDOMEX - ECATEPEC,proteccion_ilimitada,610000,20500,60,4,3,1,active,2025-12-12,180,False,20500,12732.36,9224.9,21957.26,0.0,1.534,1.464,1.358,31142.39,30005.18,27846.42,3800.0,126.67,1.63,3.43,2.68,12654.1,444.2,0,0,0,1,0,2025-07-05,baseline,baseline
LAB-187,EDOMEX - TLANEPANTLA,proteccion_total,520000,19000,48,3,2,1,active,2025-11-16,365,True,19000,8388.35,8152.65,16541.0,2459.0,0.874,0.909,0.891,16008.13,17277.96,16919.9,350.03,11.67,280.0,131.28,64.78,934.2,32.3,3,0,1,0,0,2025-08-13,fault_alert,fault_alert
LAB-188,EDOMEX - ECATEPEC,proteccion_basica,470000,16800,44,2,1,1,active,2026-02-13,240,False,16800,6680.56,4566.4,11246.96,5553.04,1.086,1.036,1.079,18789.82,17405.27,18118.91,532.42,17.75,263.45,123.67,64.39,1423.3,51.4,1,0,0,0,1,2025-06-25,delinquency,promesa_incumplida
LAB-189,EDOMEX - TLANEPANTLA,proteccion_total,520000,19000,48,3,2,1,active,2026-02-17,365,False,19000,7790.14,8098.7,15888.84,3111.16,0.536,0.258,0.131,10064.59,4904.89,2479.51,459.82,15.33,269.96,123.98,61.31,1303.4,48.0,3,0,1,0,0,2025-08-15,fault_alert,fault_alert
LAB-190,EDOMEX - TLANEPANTLA,proteccion_total,520000,19000,48,3,1,2,active,2025-12-02,365,False,19000,13072.99,6694.42,19767.41,0.0,0.843,0.866,0.903,15331.26,16447.1,17159.29,732.81,24.43,11.77,11.77,11.77,2143.9,78.9,0,0,0,1,0,2025-06-26,baseline,baseline
LAB-191,EDOMEX - TLANEPANTLA,proteccion_total,520000,19000,48,3,1,2,active,2026-02-10,365,False,19000,6963.44,10681.75,17645.19,1354.81,0.467,0.381,0.107,9254.48,7241.09,2037.52,200.0,6.67,280.0,116.94,31.08,676.2,25.3,2,1,0,1,0,2025-09-05,consumption_gap,consumption_gap
LAB-192,EDOMEX - ECATEPEC,proteccion_total,520000,19000,48,3,1,2,active,2026-01-16,365,False,19000,6724.33,11091.54,17815.87,1184.13,0.192,0.15,0.108,3769.73,2846.19,2046.77,200.0,6.67,8.05,3.12,4.91,672.3,22.4,0,1,0,1,0,2025-06-06,consumption_gap,consumption_gap
LAB-193,EDOMEX - ECATEPEC,proteccion_basica,470000,16800,44,2,0,2,active,2025-11-14,240,False,16800,8500.29,8879.49,17379.78,0.0,1.249,1.302,1.172,18063.34,21873.81,19696.14,3800.0,126.67,0.4,3.15,3.04,11120.3,369.6,0,0,0,1,0,2025-07-18,baseline,baseline
LAB-194,AGUASCALIENTES,proteccion_basica,470000,16800,44,2,2,0,active,2026-02-26,240,False,16800,11066.32,6169.55,17235.87,-1773.06,0.897,0.879,0.887,14850.3,14761.03,14902.03,548.22,18.27,112.61,48.88,23.82,1501.1,50.1,0,0,0,1,0,2025-07-21,baseline,baseline
LAB-195,EDOMEX - TLANEPANTLA,proteccion_light,360000,13500,36,1,0,1,active,2026-04-28,180,False,13500,6422.63,6519.01,12941.64,558.36,0.731,0.68,0.116,10739.85,9183.94,1560.3,200.0,6.67,254.7,101.97,56.15,604.8,20.2,1,0,0,1,0,2025-09-02,baseline,baseline
LAB-196,AGUASCALIENTES,proteccion_total,520000,19000,48,3,1,2,active,2025-11-22,365,False,19000,11853.64,6585.14,18438.78,561.22,0.1,0.05,0.023,1786.91,950.0,445.58,200.0,6.67,53.81,28.17,10.8,671.7,26.4,0,0,0,1,0,2025-09-05,baseline,baseline
LAB-197,EDOMEX - TLANEPANTLA,proteccion_caduca,455000,17200,40,2,1,1,active,2026-03-26,365,False,17200,7853.8,7784.41,15638.21,1561.79,0.244,0.163,0.073,4323.83,2809.73,1254.81,200.0,6.67,280.0,160.0,70.54,547.5,17.5,2,1,0,0,0,2025-07-28,consumption_gap,consumption_gap
LAB-198,AGUASCALIENTES,proteccion_basica,470000,16800,44,2,2,0,active,2025-11-28,240,False,16800,9558.21,8053.96,17612.17,0.0,1.138,0.531,0.253,19611.09,8923.78,4244.04,1250.93,41.7,165.61,77.11,38.92,3255.0,111.6,0,0,0,1,0,2025-07-27,baseline,baseline
LAB-199,EDOMEX - TLANEPANTLA,proteccion_light,360000,13500,36,1,0,1,active,2026-04-14,180,False,13500,7244.7,4902.56,12147.26,1352.74,0.471,0.346,0.14,6352.31,4675.03,1886.65,200.0,6.67,280.0,121.62,45.63,634.4,22.1,1,1,0,0,0,2025-09-06,consumption_gap,consumption_gap
