plaza_limpia,placa,fecha_dia,coverage_ratio_14d,coverage_ratio_30d,downtime_hours_30d,activity_drop_pct,protections_applied_last_12m,last_protection_at,expected_payment,gnv_credit_30d,bank_transfer,exposure_after_transfer,arrears_amount,risk_score,needs_protection,suggested_scenario,whatsapp_segment,plaza,first_record_date,last_record_date,records_total,litros_total,recaudo_total,avg_daily_litros,avg_daily_recaudo,litros_30d,recaudo_30d,records_30d,litros_90d,recaudo_90d,records_90d,litros_180d,recaudo_180d,records_180d,litros_365d,recaudo_365d,records_365d,avg_30d_litros,avg_30d_recaudo,max_30d_litros,max_30d_recaudo,scenario,intent,distance_km_30d,engine_hours_30d,fault_events_30d,gps_operational_ratio,hase_consumption_gap_flag,hase_fault_alert_flag,hase_downtime_alert_flag,hase_telemetry_ok_flag
EDOMEX - TLANEPANTLA,A24320E,2025-07-30,0.6946206398181818,1.4983391874545453,104.09,0.674,0,,11000.0,16481.731062,0.0,0.0,1514.7310877613986,0.5569456233769546,0,monitor,FOLLOW_UP,Estado de M̩xico,2023-09-26,2025-07-30,342,12648.9758,0.0,18.79491203566122,0.0,737.2921000000001,0.0,19,1848.12,0.0,48,4638.9268,0.0,115,7358.852800000001,0.0,191,549.9554695652174,0.0,1112.688,0.0,late_payment,,1220.357709658044,219.82567587249454,1,0.9474097128865223,0,0,0,0
AGUASCALIENTES,A00137A,2020-01-17,0.6153097545454547,1.624606709090909,63.5,0.717,0,,11000.0,17870.6738,0.0,0.0,2533.5444511415094,0.5947526218108076,1,advisor-review,PIA_OPCIONES,AGUASCALIENTES,2019-02-01,2020-01-17,155,5970.4400000000005,957.0,17.107277936962753,2.7421203438395416,57.18,18.0,2,57.18,18.0,2,304.90999999999997,81.0,9,5970.4400000000005,957.0,155,497.5366666666667,79.75,1359.52,192.0,late_payment,,915.929051830793,142.1433151010217,2,0.8856366096500412,0,0,0,0
EDOMEX - TLANEPANTLA,NCP207B,2025-07-31,0.2451520169999999,0.5037682601818182,276.06,0.868,0,,11000.0,5541.450862,2764.67,2693.879138,902.6536522545628,0.8967367070266301,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-01-16,2025-07-31,62,986.5942,0.0,5.03364387755102,0.0,64.2084,0.0,4,310.0116,0.0,20,817.4382,0.0,52,986.5942,0.0,62,140.94202857142855,0.0,235.802,0.0,late_payment,,944.141078063348,226.56426530166078,1,0.9809488173462179,0,0,0,0
EDOMEX - TLANEPANTLA,L95BJV,2025-07-30,0.2196959457272727,0.4577612228181819,281.81,0.89,0,,11000.0,5035.373451,4721.12,1243.5065489999995,1331.6033885030934,0.8900278988414184,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2025-02-07,2025-07-30,107,1290.3012,0.0,7.501751162790697,0.0,224.3759,0.0,17,752.6492000000001,0.0,60,1290.3012,0.0,107,1290.3012,0.0,107,215.0502,0.0,364.2668,0.0,late_payment,,1419.1998792939803,245.8288660566713,1,0.9639559337446405,0,0,0,0
EDOMEX - TLANEPANTLA,5480JES,2025-07-30,0.3498848484545455,0.6676736784545454,246.99,0.846,0,,11000.0,7344.410462999999,2669.07,986.5195370000006,3317.154508393334,0.8097227847032848,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2025-01-01,2025-07-30,175,2373.3118000000004,0.0,11.301484761904764,0.0,366.0103,0.0,24,1114.9783,0.0,79,2135.9168,0.0,158,2373.3118000000004,0.0,175,296.663975,0.0,472.8263,0.0,late_payment,,1316.8901891589956,176.384249196151,0,0.9408735816468946,0,0,0,0
EDOMEX - TLANEPANTLA,NUJ6630,2025-07-25,0.2057452051818181,0.4416248806363637,289.38,0.879,0,,11000.0,4857.873687,4119.36,2022.766313,2795.935302123178,0.8556995941809373,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-03-01,2025-07-25,194,2629.9107,0.0,5.156687647058823,0.0,16.3995,0.0,1,159.3352,0.0,13,760.1047,0.0,65,1487.4726999999998,0.0,116,146.10615,0.0,271.192,0.0,late_payment,,1217.7889085055833,182.57623029651188,2,0.9094281474475514,0,0,0,0
EDOMEX - TLANEPANTLA,A26364E,2024-10-17,0.0436279627272727,0.0436279627272727,11.48,0.956,0,,11000.0,479.90759,8218.67,2301.422409999999,1422.815860670996,0.8514489222642396,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-10-17,2024-10-17,1,39.959,0.0,39.959,0.0,39.959,0.0,1,39.959,0.0,1,39.959,0.0,1,39.959,0.0,1,39.959,0.0,39.959,0.0,late_payment,,1402.0597869857243,211.4227222550511,1,0.930346461100057,0,0,0,0
EDOMEX - ECATEPEC,770517J,2025-07-27,0.683533361909091,1.6959214346363638,63.98,0.715,0,,11000.0,18655.135781,0.0,0.0,1100.734341702078,0.5540301148146789,0,monitor,FOLLOW_UP,Estado de M̩xico,2024-08-28,2025-07-27,390,9577.0961,0.0,28.846675,0.0,261.44810000000007,0.0,13,261.44810000000007,0.0,13,3320.2481,0.0,133,9577.0961,0.0,390,798.0913416666667,0.0,1391.98,0.0,late_payment,,1181.061139700395,173.00372487563035,0,0.9043949742638795,0,0,0,0
AGUASCALIENTES,A05177A,2025-07-28,0.555815897,1.160465761,174.43,0.739,0,,11000.0,12765.123371,0.0,0.0,3362.082501144954,0.5949798507545697,1,advisor-review,PIA_OPCIONES,Aguascalientes,2022-08-29,2025-07-28,303,9933.09,0.0,9.33561090225564,0.0,1074.8939,0.0,29,2365.5731,0.0,69,4895.101000000001,0.0,139,7441.09,0.0,220,275.9191666666667,0.0,982.5596,0.0,late_payment,,1234.629117418263,170.54591775527385,2,0.903780214113534,0,0,0,0
EDOMEX - TLANEPANTLA,PDX3752,2025-07-31,0.3706571564563636,0.7677944497363637,229.67,0.828,0,,11000.0,8445.7389471,1382.44,1171.8210528999994,1102.9066983623584,0.7568731477710339,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2025-03-29,2025-07-31,103,1783.8208000000002,10408.739999999996,14.502608130081304,84.62390243902436,449.5481999999999,2697.36,25,1298.237,7690.44,74,1783.8208000000002,10408.739999999996,103,1783.8208000000002,10408.739999999996,103,356.76416,2081.748,440.1184,2640.78,late_payment,,1002.0477981570693,243.29212339455253,0,0.8646728259834181,0,0,0,0
EDOMEX - TLANEPANTLA,A0604A,2024-05-21,0.1637317154545454,0.1637317154545454,143.13,0.905,0,,11000.0,1801.04887,3420.2,5778.75113,1494.0891297275703,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2023-10-19,2024-05-21,13,152.68699999999998,0.0,0.7134906542056074,0.0,36.947,0.0,3,97.752,0.0,8,125.18,0.0,10,152.68699999999998,0.0,13,19.085875,0.0,66.565,0.0,late_payment,,719.6725558648943,175.077385211599,0,0.9705738862162564,0,0,0,0
EDOMEX - TLANEPANTLA,P803547,2024-09-09,0.0136466354545454,0.0136466354545454,11.84,0.986,0,,11000.0,150.11299,3783.27,7066.61701,1293.1117810985343,0.8779997130442803,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-09-09,2024-09-09,1,12.499,0.0,12.499,0.0,12.499,0.0,1,12.499,0.0,1,12.499,0.0,1,12.499,0.0,1,12.499,0.0,12.499,0.0,late_payment,,681.1540004238993,172.99650486045397,0,0.9471903883563187,0,0,0,0
EDOMEX - ECATEPEC,A2967L,2025-03-30,0.01283869,0.01283869,11.85,0.987,0,,11000.0,141.22559,3810.2,7048.57441,820.1523151117735,0.8750599849527875,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-03-30,2025-03-30,1,11.759,0.0,11.759,0.0,11.759,0.0,1,11.759,0.0,1,11.759,0.0,1,11.759,0.0,1,11.759,0.0,11.759,0.0,late_payment,,684.8115912357631,215.79542506055813,0,0.9252984975631982,0,0,0,0
EDOMEX - TLANEPANTLA,A1656L,2024-03-09,0.0785158536363636,0.0785158536363636,57.26,0.921,0,,11000.0,863.6743899999999,6607.54,3528.78561,1648.1638900647188,1.0,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-10-05,2024-03-09,5,70.089,245.45,0.4492884615384615,1.573397435897436,28.5,99.81,2,28.5,99.81,2,70.089,245.45,5,70.089,245.45,5,11.6815,40.90833333333333,25.929,90.79,late_payment,,1186.445173014796,149.63327844848445,0,0.976805984456178,0,0,0,0
EDOMEX - TLANEPANTLA,NTK1467,2025-05-17,0.2932255791018182,0.7509986954654546,229.78,0.869,0,,11000.0,8260.985650120001,1074.13,1664.8843498799988,3430.282953316659,0.7261253614191578,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-11-17,2025-05-17,81,1069.1386,6100.7,5.939658888888889,33.89277777777777,25.278599999999997,176.95999999999998,2,25.278599999999997,176.95999999999998,2,1045.5605999999998,6100.699999999999,79,1069.1386,6100.7,81,152.73408571428567,871.5285714285714,481.035,2654.2799999999997,late_payment,,753.6018325377585,147.50853390153912,1,0.9315894663095343,0,0,0,0
AGUASCALIENTES,A00234A,2019-09-23,0.6326015090909091,1.4536582272727272,99.88,0.731,0,,11000.0,15990.2405,0.0,0.0,1723.1389256852624,0.5601350333815189,1,advisor-review,PIA_OPCIONES,AGUASCALIENTES,2019-01-01,2019-09-23,458,7052.34,0.0,26.612603773584905,0.0,9.94,0.0,1,823.8000000000002,0.0,53,4020.29,0.0,262,7052.34,0.0,458,783.5933333333332,0.0,1145.52,0.0,late_payment,,613.9362877082016,201.17964392684593,0,0.8565305665962057,0,0,0,0
EDOMEX - TLANEPANTLA,F66BAM,2025-07-17,0.1865845228181817,0.3823179800909091,307.68,0.914,0,,11000.0,4205.497781,2823.49,3971.012219,2161.623174562989,0.9881540870492199,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2023-10-01,2025-07-17,31,352.8371,67.0,0.5395062691131499,0.1024464831804281,25.569699999999997,0.0,2,38.7991,0.0,3,140.0371,0.0,12,202.7221,0.0,18,16.038050000000002,3.0454545454545454,77.129,67.0,late_payment,,792.5908232309098,154.2182302825762,0,0.863322116276667,0,0,0,0
AGUASCALIENTES,A01129A,2021-01-24,0.4031622272727272,0.8903942363636362,209.7,0.796,0,,11000.0,9794.3366,690.05,515.6133999999995,2814.0266165888097,0.6949529956809022,1,advisor-review,PIA_OPCIONES,AGUASCALIENTES,2019-01-03,2021-01-24,632,10292.16,4392.0,13.686382978723405,5.840425531914893,121.61,42.0,6,980.91,385.0,56,1867.85,784.0,113,3322.46,1396.0,204,395.8523076923077,168.92307692307693,713.64,315.0,late_payment,,1053.8968820762998,143.84523072538127,1,0.9033378417462671,0,0,0,0
EDOMEX - ECATEPEC,A1185K,2025-07-19,0.0846542413636363,0.0846542413636363,79.88,0.915,0,,11000.0,931.196655,5641.22,4427.583345,2287.9162756138835,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-11-16,2025-07-19,7,76.6655,0.0,0.3129204081632653,0.0,10.7798,0.0,1,40.2785,0.0,4,55.77750000000001,0.0,5,76.6655,0.0,7,8.518388888888888,0.0,23.2593,0.0,late_payment,,1033.779027322593,182.25445687106404,1,0.9492920580508079,0,0,0,0
AGUASCALIENTES,A03978A,2025-07-31,0.7466488943127274,1.6232713353163637,88.55,0.619,0,,11000.0,17855.98468848,0.0,0.0,2807.697070013228,0.5457832878683917,0,monitor,FOLLOW_UP,Aguascalientes,2024-04-20,2025-07-31,441,15010.4708,68946.95,32.142335760171306,147.63800856531049,966.1013,4830.1,27,3128.0007,15413.9,100,6331.5298,31280.05,211,11777.3638,58270.95,355,938.154425,4309.184375,1168.771,5749.1,late_payment,,1190.0758953583093,213.57313027929675,0,0.9884929348624839,0,0,0,0
EDOMEX - TLANEPANTLA,A2488M,2025-05-28,0.2062478391818181,0.4749163431818181,279.19000000000005,0.89,0,,11000.0,5224.079774999999,5093.72,682.2002250000005,2586.416844114391,0.842780921496967,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-09-14,2025-05-28,155,1854.9065,3.5700000000000003,7.245728515625,0.0139453125,270.6695,0.0,25,871.0065000000001,0.0,77,1661.8585,1.63,140,1854.9065,3.5700000000000003,155,206.10072222222223,0.3966666666666667,320.5491,1.54,late_payment,,1569.8151167055694,212.2543270200113,0,0.9740043209012748,0,0,0,0
EDOMEX - TLANEPANTLA,NYP4901,2024-10-20,0.0639671236363636,0.0639671236363636,46.08,0.936,0,,11000.0,703.63836,4420.2,5876.161639999999,2443.1201620973397,0.9907261575738107,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-01-07,2024-10-20,4,60.486,0.0,0.2107526132404181,0.0,14.889,0.0,1,14.889,0.0,1,14.889,0.0,1,60.486,0.0,4,6.0486,0.0,30.258000000000003,0.0,late_payment,,815.4951418127005,225.19116537710983,0,0.9324301844184687,0,0,0,0
EDOMEX - TLANEPANTLA,A0682K,2024-03-06,0.2439882163636363,0.5496279872727272,263.03999999999996,0.886,0,,11000.0,6045.907859999999,3781.27,1172.822140000001,2554.052049471712,0.8953608962991582,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-11-23,2024-03-06,48,767.805,3162.31,7.454417475728155,30.702038834951455,183.778,682.96,12,664.8259999999999,2772.56,42,767.805,3162.31,48,767.805,3162.31,48,191.95125,790.5775,251.019,1056.33,late_payment,,1372.1048913545856,176.91541825089564,1,0.9365763413071568,0,0,0,0
EDOMEX - ECATEPEC,A26374E,2025-04-09,0.0152974645454545,0.0152974645454545,11.82,0.985,0,,11000.0,168.27211,9259.19,1572.5378899999996,2957.743777611278,0.8528325338871758,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-04-09,2025-04-09,1,14.011,0.0,14.011,0.0,14.011,0.0,1,14.011,0.0,1,14.011,0.0,1,14.011,0.0,1,14.011,0.0,14.011,0.0,late_payment,,1524.7016672198886,258.94935537680334,0,0.9475618069334718,0,0,0,0
EDOMEX - TLANEPANTLA,A0772M,2024-09-14,0.1030704145454545,0.1030704145454545,79.52,0.897,0,,11000.0,1133.7745599999998,7135.69,2730.535440000001,2717.516765962981,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2023-10-10,2024-09-14,7,91.356,0.0,0.2694867256637168,0.0,14.979,0.0,1,14.979,0.0,1,46.667,0.0,3,91.356,0.0,7,7.613,0.0,29.169,0.0,late_payment,,1305.4063654840127,227.41782402823176,0,0.9061008010566731,0,0,0,0
EDOMEX - TLANEPANTLA,NXH6263,2025-05-23,0.0375951987272727,0.0375951987272727,35.11,0.962,0,,11000.0,413.547186,3498.82,7087.6328140000005,2937.7922859040173,0.9268952784245842,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-12-17,2025-05-23,3,33.8686,0.0,0.0647583173996176,0.0,10.5696,0.0,1,10.5696,0.0,1,10.5696,0.0,1,23.7196,0.0,2,1.881588888888889,0.0,13.15,0.0,late_payment,,650.8334619484772,256.563082890261,0,0.9256839400053437,0,0,0,0
AGUASCALIENTES,A04511A,2025-06-02,0.622648299,1.240002582,161.14,0.675,0,,11000.0,13640.028402,0.0,0.0,1193.1136233655345,0.6115017998931975,1,advisor-review,PIA_OPCIONES,AGUASCALIENTES,2019-01-01,2025-06-02,2097,61091.6504,2430.0,26.062990784982933,1.036689419795222,1362.6402000000005,0.0,51,3668.4804,0.0,137,7191.8164,0.0,258,9874.9004,0.0,346,773.3120303797468,30.759493670886076,1597.35,276.0,late_payment,,1425.399511196321,171.8256147335079,0,0.9279337799176801,0,0,0,0
EDOMEX - TLANEPANTLA,P803046,2025-04-12,0.77803377,1.1119912645454546,138.18,0.612,0,,11000.0,12231.90391,0.0,0.0,2629.7190783184587,0.6005926533833539,0,monitor,FOLLOW_UP,Estado de M̩xico,2024-09-12,2025-04-12,24,895.841,0.0,4.245691943127962,0.0,44.629,0.0,1,188.449,0.0,4,536.2170000000001,0.0,12,895.841,0.0,24,111.980125,0.0,303.534,0.0,late_payment,,1060.9313910731103,253.29747759925593,1,0.9324273379468305,0,0,0,0
AGUASCALIENTES,A05238A,2025-05-27,0.5215740592845455,1.1341299731281818,171.69,0.768,0,,11000.0,12475.42970441,0.0,0.0,2789.9591632789397,0.6235376055663464,1,advisor-review,PIA_OPCIONES,AGUASCALIENTES,2021-02-28,2025-05-27,870,23912.2258,0.0,15.437201936733375,0.0,1169.589,0.0,51,1735.3267999999998,0.0,77,1745.0758,0.0,78,1745.0758,0.0,78,459.85049615384617,0.0,1193.49,0.0,late_payment,,1252.4330565210316,235.24071491077123,1,0.9277732069948169,0,0,0,0
EDOMEX - TLANEPANTLA,NYU750B,2025-07-27,0.2637099025454545,0.4710634259999999,265.92,0.858,0,,11000.0,5181.6976859999995,3933.73,1884.5723140000005,1609.9093677414533,0.8413291845122336,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2025-04-25,2025-07-27,28,431.44860000000006,0.0,4.689658695652175,0.0,178.32430000000002,0.0,11,387.6295,0.0,25,431.44860000000006,0.0,28,431.44860000000006,0.0,28,107.86215,0.0,189.9158,0.0,late_payment,,1226.8249827842087,204.00303050176413,2,0.8945740745859938,0,0,0,0
EDOMEX - TLANEPANTLA,Z50BGG,2024-06-23,0.0202412172727272,0.0202412172727272,11.76,0.98,0,,11000.0,222.65339,4326.9,6450.446610000001,3161.3587851768625,0.9073288335815204,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-06-23,2024-06-23,1,18.539,0.0,18.539,0.0,18.539,0.0,1,18.539,0.0,1,18.539,0.0,1,18.539,0.0,1,18.539,0.0,18.539,0.0,late_payment,,769.1347073828557,153.03038573858638,0,0.9815108640821854,0,0,0,0
EDOMEX - TLANEPANTLA,NRA8543,2024-03-07,0.0276742254545454,0.0276742254545454,23.5,0.972,0,,11000.0,304.41648,3784.65,6910.9335200000005,1622.7213289172912,0.9228628808461687,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-02-21,2024-03-07,2,26.448,99.19,1.8891428571428572,7.085,26.448,99.19,2,26.448,99.19,2,26.448,99.19,2,26.448,99.19,2,26.448,99.19,26.448,99.19,late_payment,,689.7532352511953,143.22269323117135,0,0.8712850270772399,0,0,0,0
EDOMEX - ECATEPEC,MUE429B,2025-07-31,0.2768056657090909,0.5951420444054546,273.27,0.859,0,,11000.0,6546.56248846,1406.93,3046.5075115399995,1458.3467223165426,0.7897894421936605,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-06-20,2025-07-31,37,488.59510000000006,2561.6400000000003,11.916953658536588,62.47902439024391,343.7888,2062.7999999999997,26,488.59510000000006,2561.6400000000003,37,488.59510000000006,2561.6400000000003,37,488.59510000000006,2561.6400000000003,37,244.29755,1280.82,344.9296,1699.62,late_payment,,626.5324372060743,219.11770350997435,1,0.8947839826989822,0,0,0,0
EDOMEX - ECATEPEC,A0316B,2024-10-29,0.0572167318181818,0.0572167318181818,46.09,0.943,0,,11000.0,629.38405,8391.24,1979.3759499999996,3141.16140179738,0.9815126010484602,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-09-14,2024-10-29,5,52.405,0.0,1.1645555555555556,0.0,18.627,0.0,3,52.405,0.0,5,52.405,0.0,5,52.405,0.0,5,26.2025,0.0,33.778,0.0,late_payment,,1448.5604887736245,195.98111157660117,1,0.931621997270974,0,0,0,0
EDOMEX - ECATEPEC,A8944C,2025-07-20,0.1832264753636363,0.2647455653636363,209.18,0.914,0,,11000.0,2912.201219,3710.07,4377.728781,1466.953562914352,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-09-01,2025-07-20,20,240.3419,0.0,0.7464034161490684,0.0,52.9192,0.0,5,91.4989,0.0,8,152.1839,0.0,13,240.3419,0.0,20,21.84926363636364,0.0,52.9192,0.0,late_payment,,864.5398111513111,196.2086383538808,0,0.9648090283232194,0,0,0,0
EDOMEX - TLANEPANTLA,1804586,2025-04-30,0.018167527,0.018167527,11.78,0.982,0,,11000.0,199.842797,5209.67,5590.487203000001,1921.8566485658603,0.8689651472269682,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-04-30,2025-04-30,1,16.6397,0.0,16.6397,0.0,16.6397,0.0,1,16.6397,0.0,1,16.6397,0.0,1,16.6397,0.0,1,16.6397,0.0,16.6397,0.0,late_payment,,903.9500980626121,194.06917563210578,0,0.9733631448876315,0,0,0,0
EDOMEX - TLANEPANTLA,P08BJB,2025-07-26,0.241600366,0.4036386850909091,227.22,0.878,0,,11000.0,4440.025536,4971.76,1588.2144639999997,1793.3916410994111,0.9709749226741593,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-11-20,2025-07-26,23,366.9336,0.0,1.4855611336032386,0.0,64.8782,0.0,4,173.92560000000003,0.0,11,300.62760000000003,0.0,19,366.9336,0.0,23,40.77040000000001,0.0,62.0483,0.0,late_payment,,1363.1554898199004,141.49587918054584,1,0.9678224035454298,0,0,0,0
EDOMEX - TLANEPANTLA,NFZ815A,2025-03-27,0.2107301072727272,0.2107301072727272,127.19,0.881,0,,11000.0,2318.03118,2839.6,5842.36882,3224.7669209073356,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2025-01-17,2025-03-27,12,191.618,0.0,2.8179117647058822,0.0,124.992,0.0,8,191.618,0.0,12,191.618,0.0,12,191.618,0.0,12,63.87266666666667,0.0,92.884,0.0,late_payment,,645.1147457092785,162.33665049250865,2,0.9071695873587062,0,0,0,0
EDOMEX - ECATEPEC,PBP3281,2025-07-29,0.1903095865454545,0.2768531006363636,208.66,0.902,0,,11000.0,3045.384107,5638.21,2316.405893,2029.1364933775035,0.9792150510252143,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2025-03-27,2025-07-29,20,253.5707,289.25,2.044925,2.3326612903225805,70.5487,289.25,5,206.6347,289.25,16,253.5707,289.25,20,253.5707,289.25,20,50.71414,57.85,103.7565,204.9,late_payment,,1281.329472689691,178.16769765304153,0,0.9841794725245054,0,0,0,0
EDOMEX - TLANEPANTLA,NFW3006,2024-05-16,0.2132522836363636,0.4539492327272726,284.8,0.888,0,,11000.0,4993.441559999999,5056.28,950.278440000001,2674.634119899782,0.9183165428968036,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2023-10-14,2024-05-16,47,624.508,0.0,2.9182616822429908,0.0,154.74400000000003,0.0,11,449.775,0.0,34,602.8990000000001,0.0,45,624.508,0.0,47,78.0635,0.0,158.379,0.0,late_payment,,1502.9891534061367,154.85447973405653,0,0.9093305202600619,0,0,0,0
EDOMEX - ECATEPEC,PDE4380,2024-10-20,0.1296272054545454,0.1296272054545454,89.03,0.886,0,,11000.0,1425.89926,6838.22,2735.8807399999996,2943.9050425383384,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-09-30,2024-10-20,9,118.726,0.0,5.936300000000001,0.0,118.726,0.0,9,118.726,0.0,9,118.726,0.0,9,118.726,0.0,9,118.726,0.0,118.726,0.0,late_payment,,1290.4019545155015,223.03485181396505,1,0.8800610719619887,0,0,0,0
EDOMEX - ECATEPEC,1708MDF054,2025-07-10,0.0352019792727272,0.0352019792727272,35.32,0.965,0,,11000.0,387.221772,7529.74,3083.038227999999,2495.339668017376,0.9232439280405267,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-12-27,2025-07-10,3,32.0372,0.0,0.0572092857142857,0.0,17.0292,0.0,1,17.0292,0.0,1,17.0292,0.0,1,17.0292,0.0,1,1.6861684210526315,0.0,17.0292,0.0,late_payment,,1282.4955039749755,168.44744923815958,1,0.9786976965859299,0,0,0,0
AGUASCALIENTES,A02321A,2020-10-21,0.5216643636363636,0.8543891272727272,209.08,0.754,0,,11000.0,9398.2804,925.28,676.4396000000004,3347.9751454772695,0.6858473698300743,1,advisor-review,PIA_OPCIONES,AGUASCALIENTES,2019-09-22,2020-10-21,246,7041.65,1659.0,17.826962025316455,4.2,452.47,224.0,32,972.1,455.0,67,1441.1,560.0,82,5945.379999999999,1435.0,210,502.975,118.5,1113.26,245.0,late_payment,,1062.7993655935159,243.14369501711903,1,0.8652026863760195,0,0,0,0
EDOMEX - TLANEPANTLA,A24473E,2025-04-09,0.812277399090909,1.6942196354545451,82.96000000000001,0.617,0,,11000.0,18636.41599,0.0,0.0,2966.770328991222,0.5473768974769033,0,monitor,FOLLOW_UP,Estado de M̩xico,2024-08-22,2025-04-09,82,3516.937,0.0,15.35780349344978,0.0,412.319,0.0,9,1510.939,0.0,35,2051.581,0.0,48,3516.937,0.0,82,439.617125,0.0,915.667,0.0,late_payment,,1320.6959467183515,183.98972761988605,0,0.9543497931392368,0,0,0,0
EDOMEX - ECATEPEC,PCM9650,2025-07-20,0.0866433062727272,0.0866433062727272,68.33,0.913,0,,11000.0,953.076369,6142.17,3904.753631,1880.5578947221304,1.0,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-07-08,2025-07-20,6,79.3569,0.0,7.214263636363636,0.0,79.3569,0.0,6,79.3569,0.0,6,79.3569,0.0,6,79.3569,0.0,6,79.3569,0.0,79.3569,0.0,late_payment,,1118.9146424870842,205.8773679835352,0,0.9683762499575606,0,0,0,0
EDOMEX - ECATEPEC,NDE730A,2024-10-26,0.0093121172727272,0.0093121172727272,11.89,0.991,0,,11000.0,102.43329,3797.16,7100.406709999999,3367.1919767957447,0.9136348890734844,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-10-26,2024-10-26,1,8.529,0.0,8.529,0.0,8.529,0.0,1,8.529,0.0,1,8.529,0.0,1,8.529,0.0,1,8.529,0.0,8.529,0.0,late_payment,,680.7352800027392,176.40051592186384,1,0.9776082087328705,0,0,0,0
EDOMEX - TLANEPANTLA,A9514J,2024-11-25,0.2402481418181818,0.2402481418181818,147.14,0.875,0,,11000.0,2642.72956,3167.85,5189.42044,2216.352049832602,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-10-31,2024-11-25,14,211.906,64.69,8.829416666666665,2.6954166666666666,211.906,64.69,14,211.906,64.69,14,211.906,64.69,14,211.906,64.69,14,211.906,64.69,211.906,64.69,late_payment,,731.7548328920675,156.39959849345962,2,0.8576424669896996,0,0,0,0
AGUASCALIENTES,A02014A,2021-10-19,0.6859346545454545,1.4847961818181818,113.19,0.655,0,,11000.0,16332.758,0.0,0.0,860.9587719512189,0.5678655144155097,0,monitor,FOLLOW_UP,AGUASCALIENTES,2019-08-07,2021-10-19,370,14484.529999999995,4370.0,18.015584577114424,5.435323383084577,459.84,150.0,10,1275.84,420.0,28,2633.78,900.0,60,5035.68,1725.0,117,536.4640740740741,161.85185185185185,962.2,270.0,late_payment,,973.6141384595716,194.3009517829261,0,0.8855813203366609,0,0,0,0
EDOMEX - ECATEPEC,A3861B,2025-02-09,0.0179374809090909,0.0179374809090909,11.78,0.982,0,,11000.0,197.31229,7476.15,3326.5377100000005,1502.0358550628214,0.8537410351837124,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-02-09,2025-02-09,1,16.429,0.0,16.429,0.0,16.429,0.0,1,16.429,0.0,1,16.429,0.0,1,16.429,0.0,1,16.429,0.0,16.429,0.0,late_payment,,1253.4392090094952,211.07299405332853,0,0.9762204058031797,0,0,0,0
EDOMEX - ECATEPEC,A4777J,2025-07-08,0.1586479510909091,0.1586479510909091,109.6,0.887,0,,11000.0,1745.127462,5089.86,4165.012538,2478.6698850006196,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2025-05-22,2025-07-08,10,145.3062,0.0,3.0916212765957445,0.0,72.8774,0.0,5,145.3062,0.0,10,145.3062,0.0,10,145.3062,0.0,10,72.6531,0.0,103.518,0.0,late_payment,,1016.6096330691479,173.26377682526478,0,0.861941520575587,0,0,0,0
