plaza_limpia,placa,fecha_dia,coverage_ratio_14d,coverage_ratio_30d,downtime_hours_30d,activity_drop_pct,protections_applied_last_12m,last_protection_at,expected_payment,gnv_credit_30d,bank_transfer,exposure_after_transfer,arrears_amount,risk_score,needs_protection,suggested_scenario,whatsapp_segment
EDOMEX - ECATEPEC,CR5643,2025-07-31,5.314733428363636,10.35561803890909,0.0,0.0,0,,11000.0,113911.798428,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5657,2025-07-05,5.376900009818181,11.283149600727272,0.0,0.0,0,,11000.0,124114.645608,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5662,2025-03-20,0.000173599090909,0.000173599090909,12.0,1.0,0,,11000.0,1.90959,5892.3,5105.7904100000005,10998.09041,0.75,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,CR5666,2024-10-31,0.127479599090909,0.127479599090909,10.47,0.873,0,,11000.0,1402.27559,8187.93,1409.7944100000004,9597.72441,0.654,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,CR5673,2025-07-14,1.2498359621818182,1.2498359621818182,9.98,0.0,0,,11000.0,13748.195584,0.0,0.0,0.0,0.042,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5674,2025-07-30,1.8840476584545456,1.8840476584545456,12.07,0.0,0,,11000.0,20724.524243,0.0,0.0,0.0,0.05,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5727,2025-07-31,4.923539502545454,10.672535395636364,0.0,0.0,0,,11000.0,117397.889352,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5729,2025-07-05,5.477648658545454,5.477648658545454,9.23,0.0,0,,11000.0,60254.135244,0.0,0.0,0.0,0.038,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5733,2025-07-11,4.636953320727272,7.825677753636364,15.78,0.0,0,,11000.0,86082.45529,0.0,0.0,0.0,0.066,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5734,2025-06-11,4.383513389454546,9.96259975309091,0.0,0.0,0,,11000.0,109588.597284,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5743,2025-05-06,2.755669115454545,2.755669115454545,11.92,0.0,0,,11000.0,30312.360269999997,0.0,0.0,0.0,0.05,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5759,2025-06-30,3.900781992,6.038475805636363,22.5,0.0,0,,11000.0,66423.233862,0.0,0.0,0.0,0.094,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5763,2025-05-22,3.3710862872727274,3.3710862872727274,17.7,0.0,0,,11000.0,37081.94916,0.0,0.0,0.0,0.074,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5768,2025-07-09,0.3058164829090909,0.3058164829090909,8.33,0.694,0,,11000.0,3363.981312,5397.57,2238.4486880000004,7636.018688,0.521,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,CR5769,2025-07-30,4.663442199272727,9.780561687272728,0.0,0.0,0,,11000.0,107586.17856,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5770,2025-06-21,4.2129502196363635,4.2129502196363635,15.93,0.0,0,,11000.0,46342.452416,0.0,0.0,0.0,0.066,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5774,2025-07-18,4.113887232,8.785004261454546,0.0,0.0,0,,11000.0,96635.046876,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5775,2025-06-12,4.805936226545454,10.343500681090909,0.0,0.0,0,,11000.0,113778.507492,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5776,2025-04-24,1.192345888181818,1.192345888181818,15.17,0.0,0,,11000.0,13115.80477,0.0,0.0,0.0,0.063,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5777,2025-07-31,5.133530699363636,11.054777849909092,0.0,0.0,0,,11000.0,121602.556349,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5778,2025-07-07,0.3634027985454545,0.3634027985454545,7.64,0.637,0,,11000.0,3997.430784,4333.53,2669.039216,7002.569216,0.478,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,CR5779,2025-07-31,4.060750154545454,4.39974769,11.59,0.0,0,,11000.0,48397.22459,0.0,0.0,0.0,0.048,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5780,2025-07-30,4.980571741090909,10.401768332727274,0.0,0.0,0,,11000.0,114419.45166,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5782,2025-01-25,1.259025769090909,1.259025769090909,12.04,0.0,0,,11000.0,13849.28346,0.0,0.0,0.0,0.05,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5783,2025-07-26,5.216235752727273,10.391786258181815,0.0,0.0,0,,11000.0,114309.64884,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5814,2025-07-01,5.954555116363636,10.03824159181818,17.93,0.0,0,,11000.0,110420.65751,0.0,0.0,0.0,0.075,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5815,2025-07-31,5.573100218181818,10.927015159272726,0.0,0.0,0,,11000.0,120197.166752,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5816,2025-07-31,5.202300209454545,9.318751645818182,16.91,0.0,0,,11000.0,102506.268104,0.0,0.0,0.0,0.07,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5817,2025-07-14,1.5743691403636364,1.5743691403636364,12.3,0.0,0,,11000.0,17318.060544,0.0,0.0,0.0,0.051,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5818,2025-07-02,4.9946119079999995,8.155018494363636,15.31,0.0,0,,11000.0,89705.203438,0.0,0.0,0.0,0.064,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5819,2025-06-11,5.377976789454546,7.883024973090909,14.68,0.0,0,,11000.0,86713.274704,0.0,0.0,0.0,0.061,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5820,2025-06-19,5.626106686909091,6.005818167818181,9.89,0.0,0,,11000.0,66063.99984599999,0.0,0.0,0.0,0.041,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5822,2025-07-09,0.2533136290909091,0.2533136290909091,8.96,0.747,0,,11000.0,2786.44992,5652.92,2560.630080000001,8213.55008,0.56,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,CR5823,2025-07-10,0.3646035316363636,0.3646035316363636,7.62,0.635,0,,11000.0,4010.638848,3532.55,3456.8111519999993,6989.3611519999995,0.476,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,CR5831,2025-07-19,4.597061928,10.241372655272729,0.0,0.0,0,,11000.0,112655.099208,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5835,2025-07-11,0.8247338356363636,0.8247338356363636,9.26,0.175,0,,11000.0,9072.072192,1087.41,840.5178080000003,1927.9278080000004,0.161,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5836,2025-01-31,4.781319087272727,8.770840192727272,11.71,0.0,0,,11000.0,96479.24212,0.0,0.0,0.0,0.049,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5837,2025-05-31,1.1008104456363634,1.1008104456363634,12.33,0.0,0,,11000.0,12108.914902,0.0,0.0,0.0,0.051,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5838,2025-01-27,4.333599686363637,8.047237854545454,13.46,0.0,0,,11000.0,88519.6164,0.0,0.0,0.0,0.056,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5842,2024-09-28,0.5525342436363636,0.5525342436363636,14.38,0.447,0,,11000.0,6077.87668,3412.56,1509.5633199999997,4922.12332,0.373,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,CR5843,2025-02-22,0.6152360163636365,0.6152360163636365,13.2,0.385,0,,11000.0,6767.5961800000005,2953.14,1279.2638199999997,4232.4038199999995,0.324,1,advisor-review,PIA_OPCIONES
EDOMEX - ECATEPEC,CR5846,2025-04-23,2.19984804,2.19984804,16.37,0.0,0,,11000.0,24198.32844,0.0,0.0,0.0,0.068,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5847,2025-07-31,5.076344133818181,9.703096459636363,0.0,0.0,0,,11000.0,106734.061056,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5849,2025-04-26,2.153315241818182,2.153315241818182,20.05,0.0,0,,11000.0,23686.46766,0.0,0.0,0.0,0.084,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5850,2025-07-30,1.2054781025454544,1.2054781025454544,9.73,0.0,0,,11000.0,13260.259127999998,0.0,0.0,0.0,0.041,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5851,2025-07-29,4.813251192,4.813251192,8.2,0.0,0,,11000.0,52945.763112,0.0,0.0,0.0,0.034,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5852,2025-07-30,5.436989253818182,10.901116636181818,13.86,0.0,0,,11000.0,119912.282998,0.0,0.0,0.0,0.058,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5853,2025-07-18,1.1195890036363634,1.1195890036363634,10.48,0.0,0,,11000.0,12315.479039999998,0.0,0.0,0.0,0.044,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5854,2025-07-31,4.8648793832727275,10.33484781381818,0.0,0.0,0,,11000.0,113683.32595199998,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5855,2025-07-31,3.937326525090909,3.937326525090909,11.31,0.0,0,,11000.0,43310.591776,0.0,0.0,0.0,0.047,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5857,2025-07-09,1.4045012943636364,1.4045012943636364,11.98,0.0,0,,11000.0,15449.514238,0.0,0.0,0.0,0.05,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5858,2025-07-30,5.091551511272727,10.582130829818182,0.0,0.0,0,,11000.0,116403.439128,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5859,2025-07-30,5.006944302545454,11.101062195272728,0.0,0.0,0,,11000.0,122111.684148,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5860,2025-07-26,1.456754269090909,1.456754269090909,10.63,0.0,0,,11000.0,16024.29696,0.0,0.0,0.0,0.044,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5896,2025-05-21,2.854066425454546,2.854066425454546,17.85,0.0,0,,11000.0,31394.730679999997,0.0,0.0,0.0,0.074,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5898,2025-07-09,0.4035898647272727,0.4035898647272727,7.16,0.596,0,,11000.0,4439.488512,4101.94,2458.5714880000005,6560.511488,0.447,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,CR5899,2025-07-05,1.7064725716363636,1.7064725716363636,10.27,0.0,0,,11000.0,18771.198288,0.0,0.0,0.0,0.043,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5901,2025-06-30,5.699012840727272,5.699012840727272,9.27,0.0,0,,11000.0,62689.141248,0.0,0.0,0.0,0.039,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5902,2025-06-20,0.3641015389090909,0.3641015389090909,7.63,0.636,0,,11000.0,4005.116928,4658.85,2336.033072,6994.8830720000005,0.477,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,CR5903,2025-07-14,0.7814605265454545,0.7814605265454545,9.38,0.219,0,,11000.0,8596.065792,1089.14,1314.7942080000005,2403.9342080000006,0.192,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,CR5904,2025-07-08,1.6620183963636364,1.6620183963636364,11.55,0.0,0,,11000.0,18282.20236,0.0,0.0,0.0,0.048,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR5986,2024-09-13,0.3434084809090909,0.3434084809090909,7.88,0.657,0,,11000.0,3777.49329,3555.6,3666.9067099999997,7222.50671,0.493,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,CR6078,2025-05-27,0.2830859630909091,0.2830859630909091,8.6,0.717,0,,11000.0,3113.9455940000003,6984.5,901.5544059999993,7886.054405999999,0.538,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,CR6088,2025-07-04,0.3242055615454545,0.3242055615454545,8.11,0.676,0,,11000.0,3566.261177,4012.77,3420.9688229999997,7433.738823,0.507,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,CR6091,2025-07-31,3.4931722037272728,3.4931722037272728,10.64,0.0,0,,11000.0,38424.894241,0.0,0.0,0.0,0.044,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR6097,2025-07-30,2.6673665246363636,2.6673665246363636,15.3,0.0,0,,11000.0,29341.031771,0.0,0.0,0.0,0.064,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR6101,2025-07-31,4.614874577454545,10.208656804363637,0.0,0.0,0,,11000.0,112295.224848,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR6104,2025-07-31,4.624164584727272,5.487318641454546,16.63,0.0,0,,11000.0,60360.505056,0.0,0.0,0.0,0.069,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,CR6105,2025-07-28,5.3214217309090905,6.5047194760909095,16.35,0.0,0,,11000.0,71551.914237,0.0,0.0,0.0,0.068,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,D15ALS,2025-06-21,0.219130081,0.4863657364545455,273.48,0.901,0,,11000.0,5350.023101000001,3199.95,2450.0268989999995,5649.976898999999,0.737,1,restructure-full,PIA_OPCIONES
EDOMEX - TLANEPANTLA,D41AKT,2025-07-16,0.1728020556363636,0.3332111892727272,306.72,0.912,0,,11000.0,3665.323082,6319.28,1015.3969180000004,7334.676918,0.816,1,restructure-full,PIA_OPCIONES
EDOMEX - TLANEPANTLA,D43AFF,2025-07-31,0.2349838877272727,0.5281298858181818,270.17,0.884,0,,11000.0,5809.428744,4216.77,973.8012559999997,5190.571256,0.713,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,D45BME,2025-07-25,0.0428185979090909,0.0428185979090909,34.97,0.957,0,,11000.0,471.004577,5194.26,5334.735423,10528.995423,0.816,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,DV7041B,2025-04-03,0.1977348236363636,0.1977348236363636,63.6,0.802,0,,11000.0,2175.08306,5530.83,3294.0869399999992,8824.91694,0.827,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,E44BFC,2023-10-04,0.0325486545454545,0.0325486545454545,23.43,0.967,0,,11000.0,358.0352,6320.2,4321.7648,10641.9648,0.775,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,E65BCF,2025-03-28,0.0279657618181818,0.0279657618181818,23.49,0.972,0,,11000.0,307.62338,7263.56,3428.8166199999987,10692.37662,0.778,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,E9003344,2025-02-23,0.6100603554545454,1.4711629036363636,111.69,0.681,0,,11000.0,16182.79194,0.0,0.0,0.0,0.436,1,advisor-review,PIA_OPCIONES
EDOMEX - ECATEPEC,ECA102,2025-07-31,0.4928016351818182,1.3279298160909092,106.28,0.799,0,,11000.0,14607.227977,0.0,0.0,0.0,0.46,1,advisor-review,PIA_OPCIONES
EDOMEX - ECATEPEC,ECA275,2025-07-31,1.7398992253636365,3.2519212156363633,0.0,0.166,0,,11000.0,35771.133372,0.0,0.0,0.0,0.033,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,ECA29,2025-02-05,0.5202602745454545,1.3051360063636364,136.31,0.708,0,,11000.0,14356.49607,0.0,0.0,0.0,0.442,1,advisor-review,PIA_OPCIONES
EDOMEX - ECATEPEC,ECA312,2025-07-31,0.5505220584545454,1.2883199422727274,128.19,0.692,0,,11000.0,14171.519365,0.0,0.0,0.0,0.438,1,advisor-review,PIA_OPCIONES
EDOMEX - ECATEPEC,ECA417,2025-07-31,0.1061137247272727,0.1061137247272727,151.26,0.899,0,,11000.0,1167.250972,8720.89,1111.8590280000008,9832.749028,0.927,1,restructure-full,PIA_OPCIONES
EDOMEX - ECATEPEC,ECA530,2024-11-27,0.0494872854545454,0.0494872854545454,35.05,0.951,0,,11000.0,544.36014,7810.31,2645.329859999999,10455.63986,0.811,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,ECA557,2025-03-08,0.2434145827272727,0.6665514672727273,236.65,0.912,0,,11000.0,7332.06614,2783.23,884.7038600000001,3667.93386,0.649,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO01,2025-01-08,0.0692812872727272,0.0692812872727272,45.42,0.931,0,,11000.0,762.09416,7755.77,2482.135839999999,10237.90584,0.841,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO010,2023-11-19,0.0420313809090909,0.0420313809090909,11.5,0.958,0,,11000.0,462.34518999999995,6199.98,4337.67481,10537.65481,0.719,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO010R,2023-11-22,0.0619687936363636,0.0619687936363636,22.91,0.938,0,,11000.0,681.6567299999999,5921.4,4396.94327,10318.34327,0.752,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO026R,2023-12-30,0.041888029090909,0.041888029090909,23.25,0.958,0,,11000.0,460.76832,4680.85,5858.38168,10539.23168,0.768,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO028,2025-05-14,0.0427347126363636,0.0427347126363636,23.19,0.957,0,,11000.0,470.081839,7232.91,3297.0081609999997,10529.918161,0.767,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO035,2024-07-24,0.5793075718181818,0.6293634690909091,129.92000000000002,0.703,0,,11000.0,6922.99816,1930.84,2146.1618399999998,4077.00184,0.626,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO049,2023-12-10,0.4010240954545454,0.4010240954545454,120.84,0.788,0,,11000.0,4411.26505,2995.8,3592.93495,6588.73495,0.757,1,restructure-full,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO057,2023-11-16,0.0453996254545454,0.0453996254545454,23.16,0.955,0,,11000.0,499.39588,6841.95,3658.65412,10500.60412,0.765,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO065,2023-12-02,0.1944321518181818,0.1944321518181818,97.09,0.824,0,,11000.0,2138.75367,4838.15,4023.0963300000003,8861.24633,0.868,1,restructure-full,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO15,2023-12-15,0.1192624345454545,0.1192624345454545,56.27,0.881,0,,11000.0,1311.88678,4178.62,5509.493219999999,9688.11322,0.851,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO507,2024-11-21,0.0199352536363636,0.0199352536363636,11.76,0.98,0,,11000.0,219.28779,8512.81,2267.90221,10780.71221,0.735,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO508,2024-07-16,0.0368810718181818,0.0368810718181818,11.56,0.963,0,,11000.0,405.69179,8648.58,1945.7282099999993,10594.30821,0.722,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO516,2025-02-14,0.634691209090909,1.468251820909091,112.78,0.665,0,,11000.0,16150.77003,0.0,0.0,0.0,0.433,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO517,2024-11-20,0.3636554645454545,0.8191638981818182,218.79,0.811,0,,11000.0,9010.80288,605.72,1383.4771200000007,1989.1971200000007,0.553,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO518,2024-08-30,0.0012217445454545,0.0012217445454545,11.99,0.999,0,,11000.0,13.43919,5511.72,5474.840810000001,10986.56081,0.749,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO533,2023-12-26,0.0504650718181818,0.0504650718181818,23.04,0.95,0,,11000.0,555.11579,8131.41,2313.4742100000003,10444.88421,0.761,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO534,2024-07-23,0.1287588409090909,0.1287588409090909,54.41,0.871,0,,11000.0,1416.34725,7700.51,1883.142749999999,9583.65275,0.837,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,ECO772,2025-07-28,4.967296977272727,10.109419445454549,0.0,0.0,0,,11000.0,111203.6139,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,F15BEA,2024-07-20,0.3423738327272727,0.3981829954545455,164.01,0.831,0,,11000.0,4380.01295,5061.65,1558.33705,6619.98705,0.767,1,restructure-full,PIA_OPCIONES
EDOMEX - TLANEPANTLA,F42BCG,2024-03-02,0.25405402,0.5323395,266.15999999999997,0.881,0,,11000.0,5855.7345,1900.41,3243.8555000000006,5144.2655,0.71,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,F52BEF,2025-07-18,0.0300497842727272,0.0300497842727272,70.9,0.97,0,,11000.0,330.547627,5697.89,4971.562373,10669.452373,0.974,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,F62ALD,2025-05-21,0.0508977249090909,0.0508977249090909,46.41,0.949,0,,11000.0,559.8749740000001,9387.4,1052.725026,10440.125026,0.858,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,F66BAM,2025-07-17,0.1865845228181817,0.3823179800909091,307.68,0.914,0,,11000.0,4205.497781,2823.49,3971.012219,6794.502219,0.792,1,restructure-full,PIA_OPCIONES
EDOMEX - ECATEPEC,F73AGY,2025-07-30,0.2229724192727272,0.3713094738181818,242.79,0.891,0,,11000.0,4084.404212,2713.53,4202.065788,6915.5957880000005,0.793,1,restructure-full,PIA_OPCIONES
EDOMEX - TLANEPANTLA,F87AEX,2025-02-10,0.1458504636363636,0.1458504636363636,121.49,0.903,0,,11000.0,1604.3551,5202.18,4193.464899999999,9395.6449,0.908,1,restructure-full,PIA_OPCIONES
EDOMEX - TLANEPANTLA,FVV484A,2025-07-24,0.009575027090909,0.009575027090909,11.89,0.99,0,,11000.0,105.325298,7319.05,3575.624702,10894.674702,0.743,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,G01BFL,2025-07-12,0.1073148090909091,0.1073148090909091,67.57,0.893,0,,11000.0,1180.4629,8442.25,1377.2870999999996,9819.5371,0.906,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,G07BJK,2025-07-26,0.2254347378181818,0.4776455587272727,279.07,0.887,0,,11000.0,5254.101146,5105.19,640.7088540000004,5745.898854,0.739,1,restructure-full,PIA_OPCIONES
EDOMEX - TLANEPANTLA,G18AMC,2024-09-11,0.0193568445454545,0.0193568445454545,11.77,0.981,0,,11000.0,212.92529,3686.85,7100.22471,10787.07471,0.736,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,G42ASF,2024-01-22,0.0167282154545454,0.0167282154545454,11.8,0.983,0,,11000.0,184.01037,4140.34,6675.64963,10815.98963,0.737,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,G60APY,2025-07-31,0.24140055,0.544370925,270.61,0.872,0,,11000.0,5988.080175,3881.45,1130.4698250000001,5011.919825,0.702,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,G69AWY,2025-02-18,0.0160595536363636,0.0160595536363636,11.81,0.984,0,,11000.0,176.65509,5004.49,5818.85491,10823.34491,0.738,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,GENCEC,2025-01-28,0.5775761854545455,0.5775761854545455,19.3,0.422,0,,11000.0,6353.33804,3860.96,785.7019600000003,4646.66196,0.376,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,GENTPL,2023-09-25,0.5212920854545454,0.5212920854545454,32.69,0.479,0,,11000.0,5734.212939999999,3675.9,1589.8870600000005,5265.787060000001,0.471,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,GKZ425B,2023-10-25,0.0132616127272727,0.0132616127272727,11.84,0.987,0,,11000.0,145.87774,3984.62,6869.50226,10854.12226,0.74,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,GMRP149,2025-05-13,6.40849655090909,15.129569321818185,0.0,0.0,0,,11000.0,166425.26254000005,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,GOLDEN01,2025-07-31,4.212094782545455,8.570731481727272,0.0,0.0,0,,11000.0,94278.046299,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,GOLDEN02,2025-07-31,2.6265727660909093,6.146955512181817,0.0,0.0,0,,11000.0,67616.51063399999,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,GOLDEN03,2025-07-31,6.924941072999999,13.695268860545456,0.0,0.0,0,,11000.0,150647.95746600002,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,GOLDEN04,2025-07-31,3.9687797907272726,8.660182146,0.0,0.0,0,,11000.0,95262.003606,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,GOLDEN05,2025-07-31,1.7925281724545454,3.9681520257272727,0.0,0.142,0,,11000.0,43649.672283,0.0,0.0,0.0,0.028,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,GYM770,2024-08-17,6.061788654545454,6.804226153636365,12.9,0.0,0,,11000.0,74846.48769000001,0.0,0.0,0.0,0.054,0,monitor,FOLLOW_UP
EDOMEX - ECATEPEC,H02BNA,2025-07-22,0.0460966411818181,0.0460966411818181,34.879999999999995,0.954,0,,11000.0,507.063053,9393.54,1099.3969469999993,10492.936947,0.813,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,H27AKN,2025-07-27,0.207706026,0.4634217987272728,283.13,0.898,0,,11000.0,5097.639786000001,5310.08,592.2802139999994,5902.360213999999,0.748,1,restructure-full,PIA_OPCIONES
EDOMEX - ECATEPEC,H34AEZ,2025-07-31,0.288641626,0.619036180090909,253.8,0.859,0,,11000.0,6809.397980999999,2555.75,1634.8520190000008,4190.602019000001,0.662,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,H42ASY,2024-06-20,0.0174789172727272,0.0174789172727272,11.79,0.983,0,,11000.0,192.26809,3859.65,6948.081910000001,10807.73191,0.737,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,HCF283E,2025-06-21,0.2504951450909091,0.4132566332727272,238.59,0.867,0,,11000.0,4545.822966,4754.83,1699.3470340000003,6454.177034,0.767,1,restructure-full,PIA_OPCIONES
EDOMEX - TLANEPANTLA,HEC477G,2024-01-19,0.3005476309090909,0.4942306754545454,228.04,0.852,0,,11000.0,5436.53743,4929.22,634.2425699999994,5563.46257,0.723,1,restructure-full,PIA_OPCIONES
