placa,label_date,default_flag,reason
NBH9999,2024-11-10,1,low_coverage_active|noise
NCC4186,2024-04-19,1,low_coverage_active
NCE5193,2025-04-11,1,low_coverage_active
NCH8736,2024-09-10,1,low_coverage_active
NCL746B,2025-07-31,1,low_coverage_active
NCL940A,2025-03-22,1,low_coverage_active
NCP207B,2025-07-31,1,low_coverage_active
NCT211B,2025-07-01,1,low_coverage_active|noise
NCT2598,2025-02-14,1,low_coverage_active
NCZ4998,2025-04-16,1,low_coverage_active
NDA827B,2025-07-31,0,stable
NDE466A,2025-06-15,1,low_coverage_active
NDE730A,2024-10-26,1,low_coverage_active|noise
NDG818A,2025-07-27,1,low_coverage_active
NDJ498A,2025-07-31,1,low_coverage_active
NDV064A,2025-07-31,1,low_coverage_active
NDY621A,2025-01-30,1,low_coverage_active
NEE554A,2025-07-30,1,low_coverage_active
NEG316A,2025-07-02,1,low_coverage_active|noise
NEJ369A,2024-06-27,1,low_coverage_active
NES3833,2025-07-30,1,low_coverage_active
NFH2748,2025-07-25,1,low_coverage_active
NFH392B,2025-07-20,1,stable|noise
NFN637A,2025-05-11,1,low_coverage_active
NFN693A,2025-07-19,1,low_coverage_active
NFW3006,2024-05-16,1,low_coverage_active
NFZ815A,2025-03-27,1,low_coverage_active|noise
NGH1704,2023-10-11,1,low_coverage_active
NGH5846,2025-06-04,1,low_coverage_active
NGS840A,2024-09-12,1,low_coverage_active
NHB290A,2025-02-02,1,low_coverage_active|noise
NHG251B,2025-07-31,1,low_coverage_active
NHT5940,2024-10-27,1,low_coverage_active
NHT9672,2023-10-14,1,low_coverage_active
NHU5137,2025-07-10,1,low_coverage_active
NHY2352,2025-04-16,1,low_coverage_active
NJA3266,2024-07-19,1,low_coverage_active
NJB3707,2025-01-19,0,stable
NJB4766,2023-09-29,1,low_coverage_active|noise
NJK7453,2024-08-17,1,low_coverage_active
NJT3199,2024-10-14,1,low_coverage_active
NJT3798,2024-02-19,1,low_coverage_active
NJU829B,2025-04-29,1,low_coverage_active
NKH7900,2025-07-31,1,low_coverage_active
NKH9513,2024-07-16,1,low_coverage_active|noise
NKK4840,2024-09-17,1,low_coverage_active
NKN3733,2024-01-24,1,low_coverage_active
NKP6417,2024-04-11,1,low_coverage_active
NKT1129,2024-07-30,1,low_coverage_active
NKW1174,2025-07-04,1,low_coverage_active
NLD8153,2023-12-16,1,low_coverage_active
NLK6258,2025-07-30,1,low_coverage_active
NLS360A,2025-07-31,1,low_coverage_active
NLZ606A,2025-07-31,1,low_coverage_active
NNF5462,2024-04-05,1,low_coverage_active
NNN9753,2025-07-28,1,low_coverage_active
NNX1745,2024-03-12,1,low_coverage_active
NNY176A,2025-07-31,0,stable
NPD9651,2025-06-30,1,low_coverage_active
NPM6657,2024-03-09,1,low_coverage_active
NPP1204,2025-02-15,1,low_coverage_active
NPR7970,2024-10-24,1,low_coverage_active
NPU6648,2024-09-14,1,low_coverage_active
NRA8543,2024-03-07,1,low_coverage_active|noise
NRD541A,2025-07-19,1,low_coverage_active|noise
NSF7001,2024-11-26,1,low_coverage_active
NSG8670,2024-11-04,1,low_coverage_active
NSM4747,2024-10-07,1,low_coverage_active
NSV2306,2024-03-13,1,low_coverage_active
NSV5525,2024-02-02,1,low_coverage_active|noise
NSZ793A,2025-07-29,1,low_coverage_active
NTA5765,2025-02-06,1,low_coverage_active
NTC2304,2024-11-30,1,low_coverage_active
NTD3059,2024-09-25,1,low_coverage_active
NTD7180,2024-11-21,1,low_coverage_active
NTD7979,2025-07-29,1,low_coverage_active
NTD7982,2025-07-31,1,low_coverage_active
NTE1249,2025-07-13,1,low_coverage_active
NTJ047A,2025-07-06,1,low_coverage_active|noise
NTK1467,2025-05-17,1,low_coverage_active
NTK9602,2025-01-11,1,low_coverage_active|noise
NTS6641,2024-07-16,1,low_coverage_active
NTT7520,2025-03-09,1,low_coverage_active
NTU4623,2023-10-13,1,low_coverage_active
NUA336A,2025-07-23,1,low_coverage_active
NUD6464,2025-07-21,1,low_coverage_active
NUH9419,2024-10-19,1,low_coverage_active
NUJ4051,2024-04-30,1,low_coverage_active
NUJ6630,2025-07-25,1,low_coverage_active
NUK9880,2025-03-15,1,low_coverage_active
NUP773A,2025-07-25,1,low_coverage_active
NUS5749,2025-04-03,1,low_coverage_active
NUT2155,2025-02-01,1,low_coverage_active|noise
NUT3437,2025-07-23,1,low_coverage_active
NUT6571,2025-07-20,1,low_coverage_active
NUW7185,2024-04-26,1,low_coverage_active
NUZ7516,2025-07-22,1,low_coverage_active
NVA1155,2025-05-17,1,low_coverage_active
NVK163A,2025-07-18,1,low_coverage_active
NVM9692,2025-01-27,1,low_coverage_active
NVN2055,2025-07-28,1,low_coverage_active
NVP3635,2025-07-31,1,low_coverage_active
NVS700A,2025-07-29,1,low_coverage_active
NWC5697,2024-12-13,1,low_coverage_active
NWD1976,2025-04-24,1,low_coverage_active
NWD2314,2025-07-12,1,low_coverage_active
NWE4850,2024-07-04,1,low_coverage_active
NWE6364,2024-09-23,1,low_coverage_active
NWF7409,2025-02-18,1,low_coverage_active
NWH8687,2025-07-15,1,low_coverage_active
NWK8907,2024-01-13,1,low_coverage_active
NWM1788,2025-04-27,1,low_coverage_active
NWR1656,2025-02-17,1,low_coverage_active
NWR6510,2025-03-31,0,stable
NWR8317,2025-07-30,1,low_coverage_active
NWT2578,2025-05-03,1,low_coverage_active
NWU2870,2025-07-15,1,low_coverage_active
NWV5181,2025-05-26,1,low_coverage_active
NWY3792,2025-04-28,1,low_coverage_active|noise
NXD1136,2024-12-31,1,low_coverage_active
NXF168A,2025-07-25,1,low_coverage_active
NXG9080,2024-01-21,1,low_coverage_active
NXH6263,2025-05-23,1,low_coverage_active|noise
NXK3934,2025-07-30,1,low_coverage_active
NXK6292,2025-07-30,1,low_coverage_active
NXK8810,2025-04-13,1,low_coverage_active
NXR1067,2025-07-13,1,low_coverage_active
NXR9396,2025-02-03,1,low_coverage_active|noise
NXU8505,2025-07-19,1,low_coverage_active
NXV2821,2025-01-15,1,low_coverage_active
NXW6665,2025-05-04,0,stable
NXY1429,2025-07-28,1,low_coverage_active
NXY5000,2024-09-12,1,low_coverage_active
NXZ2150,2025-06-17,1,low_coverage_active
NYB2200,2025-07-30,1,low_coverage_active
NYD3632,2025-07-12,1,low_coverage_active
NYE3957,2025-07-18,1,low_coverage_active
NYF7608,2025-04-22,1,low_coverage_active
NYF7657,2025-04-04,1,low_coverage_active
NYF8000,2025-07-31,1,low_coverage_active
NYJ2223,2025-07-27,1,low_coverage_active
NYJY115A,2025-06-06,1,low_coverage_active
NYM3174,2025-07-25,1,low_coverage_active
NYM4040,2024-10-14,1,low_coverage_active
NYM9892,2024-12-01,1,low_coverage_active
NYP4901,2024-10-20,1,low_coverage_active
NYR2020,2025-06-05,1,low_coverage_active
NYT3731,2025-07-02,1,low_coverage_active
NYU1735,2025-07-16,1,low_coverage_active
NYU750B,2025-07-27,1,low_coverage_active
NYW4034,2025-05-30,1,low_coverage_active
NYX6756,2025-07-31,1,low_coverage_active
NYX9511,2025-07-30,1,low_coverage_active
NYZ2678,2024-12-11,1,low_coverage_active
NZA2706,2025-06-23,1,low_coverage_active
NZA4429,2025-03-09,1,low_coverage_active
NZB4926,2025-05-23,1,low_coverage_active
NZD3499,2025-07-08,1,low_coverage_active
NZD4088,2024-10-14,1,low_coverage_active
NZE5695,2025-01-21,1,low_coverage_active
NZE6296,2024-09-30,1,low_coverage_active
NZG4949,2024-10-02,1,low_coverage_active
NZG6214,2023-11-02,1,low_coverage_active
NZJ2346,2024-09-14,1,low_coverage_active
NZJ2375,2025-07-24,1,low_coverage_active
NZJ9353,2024-09-15,1,low_coverage_active
NZN1683,2025-03-20,1,low_coverage_active
NZN4071,2025-07-31,1,low_coverage_active
NZN4196,2025-07-24,1,low_coverage_active
NZN7779,2024-11-13,1,low_coverage_active
NZN9885,2025-07-20,1,low_coverage_active
NZP212B,2025-06-28,1,low_coverage_active|noise
NZS2931,2025-03-12,1,low_coverage_active
NZS8009,2025-02-16,1,low_coverage_active
NZT1108,2025-07-28,1,low_coverage_active
NZT1226,2025-04-06,1,low_coverage_active
NZT3779,2025-07-26,1,low_coverage_active
NZT5678,2025-07-29,1,low_coverage_active
NZT6199,2025-07-30,1,low_coverage_active
NZU3316,2025-07-18,1,low_coverage_active
NZU5285,2025-02-21,1,low_coverage_active
NZV2611,2025-04-04,1,low_coverage_active
NZV8496,2025-06-02,1,low_coverage_active
NZW4553,2024-02-11,1,low_coverage_active
NZW4847,2025-01-18,1,low_coverage_active
NZY4328,2025-07-28,1,low_coverage_active
NZY5605,2025-07-22,1,low_coverage_active
NZY8710,2025-07-31,1,low_coverage_active
P000037,2025-07-14,1,low_coverage_active
P000400,2024-12-22,1,low_coverage_active
P0320,2025-07-10,1,low_coverage_active
P06ATS,2025-07-31,1,low_coverage_active
P08BJB,2025-07-26,1,low_coverage_active
P08BJW,2024-02-02,1,low_coverage_active
P33ATH,2025-05-28,1,low_coverage_active
P43AMA,2024-12-22,1,low_coverage_active
P801079,2024-11-07,1,low_coverage_active
P801561,2025-01-21,1,low_coverage_active
P802066,2025-02-08,1,low_coverage_active
P802435,2024-11-20,1,low_coverage_active
P802460,2025-03-26,1,low_coverage_active
P802569,2024-12-11,1,low_coverage_active
P803046,2025-04-12,0,stable
P803547,2024-09-09,1,low_coverage_active|noise
PAA6858,2025-07-31,1,low_coverage_active|noise
PAA8087,2025-07-30,0,stable
PAC6869,2025-07-31,0,stable
PAE1032,2025-07-30,1,low_coverage_active
PAG663A,2025-04-20,1,low_coverage_active
PAJ2909,2025-04-21,1,low_coverage_active
PAJ5018,2024-06-05,1,low_coverage_active
PAL6787,2025-07-21,1,low_coverage_active
PAX7437,2024-10-25,1,low_coverage_active
PAY4740,2025-02-07,1,low_coverage_active
PAY7657,2025-07-30,1,low_coverage_active
PAZ1744,2025-05-31,1,low_coverage_active
PAZ3649,2025-04-14,1,low_coverage_active
PAZ7154,2025-06-21,1,low_coverage_active
PBB3001,2025-05-27,1,low_coverage_active
PBB3219,2025-07-18,1,low_coverage_active
PBB5710,2025-01-30,1,low_coverage_active
PBC6570,2025-01-25,1,low_coverage_active
PBE4208,2024-10-21,1,low_coverage_active
PBE9461,2025-07-18,1,low_coverage_active
PBG2889,2023-10-08,1,low_coverage_active
PBG5124,2025-06-26,1,low_coverage_active
PBG6023,2024-04-11,1,low_coverage_active
PBH008B,2025-07-23,1,low_coverage_active
PBJ5086,2024-10-27,1,low_coverage_active|noise
PBK804B,2025-07-31,1,low_coverage_active
PBN5416,2025-04-13,1,low_coverage_active
PBP2691,2025-04-01,1,low_coverage_active
PBP3281,2025-07-29,1,low_coverage_active
PBP3474,2025-07-02,1,low_coverage_active
PBP4733,2023-12-19,1,low_coverage_active
PBP6833,2024-10-13,1,low_coverage_active
PBR6322,2025-07-13,1,low_coverage_active
PBR6692,2025-07-31,1,low_coverage_active
PBS7821,2025-03-09,1,low_coverage_active
PBT3215,2025-07-30,1,low_coverage_active
PBV1337,2025-07-27,1,low_coverage_active
PBV4760,2023-12-04,1,low_coverage_active
PBW4091,2025-07-30,1,low_coverage_active
PBW6191,2024-12-22,1,low_coverage_active
PBW6513,2025-07-29,1,low_coverage_active
PBY6165,2025-02-01,1,low_coverage_active
PBZ4454,2024-09-30,1,low_coverage_active
PBZ4742,2024-10-26,1,low_coverage_active
PCA9362,2025-07-30,1,low_coverage_active
PCB4784,2025-07-29,1,low_coverage_active
PCD3001,2025-05-29,1,low_coverage_active
PCD9582,2025-07-28,1,low_coverage_active
PCE3341,2025-06-04,1,low_coverage_active
PCE9259,2025-07-17,1,low_coverage_active|noise
PCE9619,2025-07-30,1,low_coverage_active
PCG7490,2023-10-18,1,low_coverage_active
PCJ6877,2025-04-23,1,low_coverage_active|noise
PCK8847,2025-07-06,1,low_coverage_active
PCM9650,2025-07-20,1,low_coverage_active
PCP5901,2025-06-12,1,low_coverage_active
PCP7656,2025-07-14,1,low_coverage_active|noise
PCR7008,2024-03-21,1,low_coverage_active
PCT9966,2024-10-03,1,low_coverage_active
PCZ3897,2025-04-15,1,low_coverage_active
PCZ5897,2025-07-31,1,low_coverage_active
PDA8039,2025-07-20,1,low_coverage_active
PDC2428,2024-12-07,1,low_coverage_active
PDD8511,2024-04-21,1,low_coverage_active
PDD9589,2025-06-26,1,low_coverage_active
PDE3038,2025-04-24,1,low_coverage_active
PDE4380,2024-10-20,1,low_coverage_active
PDF2203,2025-07-27,1,low_coverage_active
PDH897B,2025-07-19,1,low_coverage_active
PDK4435,2025-05-07,1,low_coverage_active
PDK8098,2025-07-31,1,low_coverage_active
PDL5824,2025-04-02,1,low_coverage_active
PDM6606,2025-02-23,1,low_coverage_active
PDM6702,2025-07-05,1,low_coverage_active
PDN2241,2024-11-12,1,low_coverage_active|noise
PDN2243,2024-10-20,1,low_coverage_active
PDN2262,2024-12-17,1,low_coverage_active
PDP9133,2025-07-28,1,low_coverage_active
PDP9740,2024-12-13,1,low_coverage_active
PDR246A,2025-05-20,0,stable
PDR4456,2025-07-30,1,low_coverage_active
PDR6179,2025-01-23,1,low_coverage_active
PDR8767,2023-11-06,1,low_coverage_active
PDS9475,2025-06-11,1,low_coverage_active
PDT552A,2025-07-22,1,low_coverage_active
PDU4392,2025-05-22,1,low_coverage_active
PDV1717,2025-05-03,1,low_coverage_active
PDV9084,2024-11-02,1,low_coverage_active
PDX3752,2025-07-31,1,low_coverage_active
PDY4327,2025-06-04,1,low_coverage_active
PDZ7437,2025-06-10,1,low_coverage_active
PEB7197,2024-04-24,1,low_coverage_active
PEC1932,2025-02-01,1,low_coverage_active|noise
PEC8365,2024-07-07,1,low_coverage_active
PEC9204,2025-07-31,1,low_coverage_active
PED4226,2025-07-13,1,low_coverage_active
PED7381,2025-07-26,1,low_coverage_active
PEE3676,2025-07-28,1,low_coverage_active
PEF2218,2025-07-29,1,low_coverage_active
PEF5712,2025-07-08,1,low_coverage_active
PEF6461,2025-07-26,1,low_coverage_active
PEF6959,2024-11-03,1,low_coverage_active|noise
PEH5762,2025-07-30,1,low_coverage_active
PEH9697,2025-07-30,1,low_coverage_active
PEK1713,2025-07-31,1,low_coverage_active
PEK2124,2025-07-29,1,low_coverage_active
PEK2696,2025-05-09,1,low_coverage_active
PEL2135,2025-07-31,1,low_coverage_active
PEL3520,2025-05-26,1,low_coverage_active
PEL8558,2025-01-27,1,low_coverage_active
PEM2390,2025-07-29,1,low_coverage_active
PEM4219,2025-07-31,1,low_coverage_active
PEM8837,2025-07-27,1,low_coverage_active
PEN9459,2025-03-23,1,low_coverage_active
PEP7595,2025-01-12,1,low_coverage_active
PEP9965,2023-11-02,1,low_coverage_active
PES7501,2024-12-13,1,low_coverage_active
PEU5630,2025-07-29,1,low_coverage_active
PEZ7226,2025-01-24,1,low_coverage_active
PEZ8103,2025-07-30,1,low_coverage_active
PNE283B,2024-03-22,1,low_coverage_active
PWR358D,2025-04-30,1,low_coverage_active
PXJ289D,2025-01-01,1,low_coverage_active
PZL117C,2025-07-12,1,low_coverage_active
R11BRA,2025-07-26,1,low_coverage_active
R53AZA,2024-10-17,1,low_coverage_active
R75ASY,2025-07-30,1,low_coverage_active
RA000224,2025-07-28,0,stable
RAF432D,2025-07-30,1,low_coverage_active
RAN627C,2023-12-01,1,low_coverage_active
RBZ248C,2024-12-21,1,low_coverage_active
S05BKH,2025-07-31,1,low_coverage_active
S3M9065,2025-06-07,0,stable
S3M90654,2025-07-29,0,stable
S4078349,2025-06-19,1,low_coverage_active
S52BCX,2025-07-30,1,low_coverage_active
S8M9064,2025-07-24,0,stable
S93APC,2025-07-31,1,low_coverage_active
T07BAW,2025-06-08,1,low_coverage_active
T47BEC,2024-12-17,1,low_coverage_active|noise
T99AZF,2024-07-20,1,low_coverage_active
TR53,2025-07-31,0,stable
TR56,2025-07-29,0,stable
TR57,2025-07-17,0,stable
TR62,2025-07-31,0,stable
TRANS01,2024-09-16,0,stable
TWB842A,2025-03-24,1,low_coverage_active
TXB978B,2025-07-27,1,low_coverage_active
U48BKJ,2025-06-04,1,low_coverage_active
U75AXN,2024-08-19,1,low_coverage_active
U76BHV,2025-06-05,1,low_coverage_active
U85AYT,2025-07-31,1,low_coverage_active
UAS6288,2023-09-24,1,low_coverage_active
UKE843V,2025-04-25,1,low_coverage_active|noise
UNIDAD113,2024-09-30,1,low_coverage_active
UPS230G,2025-07-28,1,low_coverage_active
UPZ963G,2024-04-04,1,low_coverage_active
UTZ406K,2024-10-03,1,low_coverage_active
V24BJA,2025-03-14,1,low_coverage_active|noise
V25AUE,2024-11-18,1,low_coverage_active
V25BJK,2025-07-31,1,low_coverage_active
V45ALS,2025-02-26,1,low_coverage_active|noise
V57BDK,2025-04-20,1,low_coverage_active
V94AHX,2025-07-31,1,low_coverage_active
W24APU,2025-07-24,1,low_coverage_active|noise
W32ABF,2024-11-01,1,low_coverage_active
W41APD,2025-07-30,1,low_coverage_active
W43BEE,2025-04-27,1,low_coverage_active
W46ADC,2025-07-09,1,low_coverage_active
W57BCN,2024-08-14,1,low_coverage_active
W71BJA,2025-07-31,1,low_coverage_active
W73BCM,2024-12-27,1,low_coverage_active
W79AKU,2024-10-21,1,low_coverage_active
W92AMJ,2025-07-29,1,low_coverage_active
W969409,2025-07-29,0,stable
W96AUN,2025-02-18,1,low_coverage_active|noise
X21BBW,2025-06-17,1,low_coverage_active
X28ABB,2025-03-23,1,low_coverage_active
X40BLP,2024-06-14,1,low_coverage_active
X42BBB,2023-10-11,1,low_coverage_active
X45ATY,2025-03-10,1,low_coverage_active
X46BNX,2025-07-10,1,low_coverage_active
X56BGM,2025-07-12,1,low_coverage_active
X91BEH,2025-01-11,1,low_coverage_active
XWC117B,2025-07-02,1,low_coverage_active
XXJ175B,2025-07-26,1,low_coverage_active
Y01BBX,2024-12-14,1,low_coverage_active
Y20BNF,2025-04-22,1,low_coverage_active
Y38BEE,2024-11-29,1,low_coverage_active
Y64ANF,2025-07-31,1,low_coverage_active
YNF452A,2025-07-15,1,low_coverage_active
YNF562A,2025-07-13,1,low_coverage_active
Z14ARR,2024-08-10,1,low_coverage_active
Z17BDN,2025-02-18,1,low_coverage_active
Z50BGG,2024-06-23,1,low_coverage_active
Z53BEA,2025-07-31,1,low_coverage_active
Z87ACD,2025-07-18,1,low_coverage_active|noise
Z93AFX,2025-06-27,1,low_coverage_active
