placa,plaza,first_record_date,last_record_date,records_total,litros_total,recaudo_total,avg_daily_litros,avg_daily_recaudo,litros_30d,recaudo_30d,records_30d,litros_90d,recaudo_90d,records_90d,litros_180d,recaudo_180d,records_180d,litros_365d,recaudo_365d,records_365d,avg_30d_litros,avg_30d_recaudo,max_30d_litros,max_30d_recaudo
A6274J,Estado de M̩xico,2024-02-23,2024-08-05,7,65.73299999999999,460.17999999999995,0.4032699386503067,2.8231901840490794,8.459,59.22,1,8.459,59.22,1,65.73299999999999,460.17999999999995,7,65.73299999999999,460.17999999999995,7,10.955499999999999,76.69666666666666,36.876,258.15999999999997
A6275M,Estado de M̩xico,2025-04-26,2025-04-26,1,12.5104,0.0,12.5104,0.0,12.5104,0.0,1,12.5104,0.0,1,12.5104,0.0,1,12.5104,0.0,1,12.5104,0.0,12.5104,0.0
A6277E,Estado de M̩xico,2023-12-10,2024-07-28,4,57.077000000000005,0.0,0.2470865800865801,0.0,31.558999999999997,0.0,2,31.558999999999997,0.0,2,31.558999999999997,0.0,2,57.077000000000005,0.0,4,7.134625,0.0,31.558999999999997,0.0
A6293D,Estado de M̩xico,2023-09-18,2025-01-25,149,2114.366,0.0,4.2714464646464645,0.0,94.16499999999999,0.0,6,239.58999999999997,0.0,15,404.46100000000007,0.0,26,1047.414,0.0,70,124.3744705882353,0.0,265.808,0.0
A6316G,Estado de M̩xico,2025-07-06,2025-07-27,2,29.818199999999997,0.0,1.49091,0.0,29.818199999999997,0.0,2,29.818199999999997,0.0,2,29.818199999999997,0.0,2,29.818199999999997,0.0,2,29.818199999999997,0.0,29.818199999999997,0.0
A6317D,Estado de M̩xico,2025-02-04,2025-07-31,41,492.0375000000001,228.71999999999997,2.7956676136363643,1.2995454545454543,116.0718,139.76,9,323.71700000000004,139.76,26,492.0375000000001,228.71999999999997,41,492.0375000000001,228.71999999999997,41,82.00625,38.12,128.602,139.76
A6323E,Estado de M̩xico,2024-01-30,2024-12-20,12,191.97000000000006,0.0,0.5925000000000001,0.0,62.906,0.0,4,158.68,0.0,10,158.68,0.0,10,191.97000000000006,0.0,12,17.45181818181818,0.0,122.362,0.0
A6354C,Estado de M̩xico,2024-01-13,2024-01-13,1,11.409,79.87,11.409,79.87,11.409,79.87,1,11.409,79.87,1,11.409,79.87,1,11.409,79.87,1,11.409,79.87,11.409,79.87
A6360C,Estado de M̩xico,2024-11-14,2025-07-30,90,1382.5635999999997,0.0,5.379624902723735,0.0,199.8642,0.0,12,498.5973,0.0,29,896.6856000000001,0.0,55,1382.5635999999997,0.0,90,153.6181777777778,0.0,251.392,0.0
A6397J,Estado de M̩xico,2023-10-02,2025-07-28,52,678.8937000000001,4.49,1.0224302710843374,0.006762048192771084,31.1192,0.0,2,85.758,0.0,6,313.7717,0.0,23,541.4747,0.0,40,29.517117391304346,0.19521739130434784,113.772,4.49
A6505B,Estado de M̩xico,2025-03-13,2025-07-29,140,2206.0361999999996,0.0,16.102454014598536,0.0,473.5796,0.0,30,1470.9399,0.0,90,2206.0361999999996,0.0,140,2206.0361999999996,0.0,140,441.20724,0.0,516.0792,0.0
A6506B,Estado de M̩xico,2023-10-18,2024-07-20,11,122.102,724.96,0.4423985507246377,2.626666666666667,12.629,88.41,1,67.458,342.29999999999995,5,106.316,614.39,8,122.102,724.96,11,12.210200000000002,72.496,42.179,187.18
A6525L,Estado de M̩xico,2024-01-26,2025-07-25,204,2805.4844,14934.240000000002,5.138249816849816,27.352087912087914,180.0334,1080.24,12,448.4844999999999,2600.4,29,895.0694,5255.28,64,1662.1994000000002,8842.08,117,147.65707368421053,786.0126315789474,363.705,2016.48
A6617J,Estado de M̩xico,2023-12-25,2025-07-31,363,4485.684,26518.86,7.680965753424658,45.40900684931507,325.83990000000006,2191.2799999999997,25,896.4103,4479.860000000001,72,1785.333,9550.96,145,3321.096,19350.69,270,224.28420000000006,1325.9430000000002,327.109,2007.39
A67282,Estado de M̩xico,2023-10-25,2025-01-30,54,642.219,1386.8,1.3870820734341254,2.9952483801295897,15.919,0.0,1,28.788,0.0,2,108.065,0.0,8,271.089,86.9,22,40.1386875,86.675,236.99,830.01
A6741B,Estado de M̩xico,2025-07-23,2025-07-23,1,14.6297,0.0,14.6297,0.0,14.6297,0.0,1,14.6297,0.0,1,14.6297,0.0,1,14.6297,0.0,1,14.6297,0.0,14.6297,0.0
A674JMD,Estado de M̩xico,2024-04-28,2025-07-31,359,5542.7828,0.0,12.102145851528384,0.0,318.6229000000001,0.0,21,972.9566000000001,0.0,64,1989.2598,0.0,132,4857.1378,0.0,313,346.423925,0.0,595.858,0.0
A6784G,Estado de M̩xico,2025-06-19,2025-07-14,14,161.3537,0.0,6.723070833333334,0.0,161.3537,0.0,14,161.3537,0.0,14,161.3537,0.0,14,161.3537,0.0,14,161.3537,0.0,161.3537,0.0
A6814G,Estado de M̩xico,2025-07-12,2025-07-12,1,11.4495,0.0,11.4495,0.0,11.4495,0.0,1,11.4495,0.0,1,11.4495,0.0,1,11.4495,0.0,1,11.4495,0.0,11.4495,0.0
A6814L,Estado de M̩xico,2024-02-16,2025-04-12,94,1197.4009999999998,5101.4,2.8441828978622326,12.117339667458431,60.278999999999996,116.15,5,268.068,720.6,22,506.536,1913.8,41,1075.1089999999997,4489.9,85,79.82673333333334,340.09333333333325,115.847,579.55
A6839B,Estado de M̩xico,2024-02-11,2025-07-27,39,414.48889999999994,1141.92,0.7805817325800376,2.1505084745762715,53.99980000000001,32.27,6,76.38839999999999,32.27,8,143.04690000000002,265.73,14,248.46790000000001,634.73,23,23.027161111111113,63.440000000000005,70.808,247.95
A6859J,Estado de M̩xico,2024-01-25,2025-07-30,213,2886.8404,0.0,5.229783333333334,0.0,127.5262,0.0,9,285.9133,0.0,20,640.5324,0.0,45,1702.9674,0.0,124,151.9389684210526,0.0,275.405,0.0
A6867C,Estado de M̩xico,2025-03-17,2025-07-31,130,1798.6691,0.0,13.225508088235294,0.0,435.64790000000005,0.0,30,1218.2749,0.0,83,1798.6691,0.0,130,1798.6691,0.0,130,359.73382,0.0,401.5697,0.0
A6869D,Estado de M̩xico,2024-04-01,2024-04-07,2,25.268,0.0,4.211333333333333,0.0,25.268,0.0,2,25.268,0.0,2,25.268,0.0,2,25.268,0.0,2,25.268,0.0,25.268,0.0
A6899H,Estado de M̩xico,2024-11-18,2025-01-26,2,24.997999999999998,0.0,0.3676176470588235,0.0,10.369,0.0,1,24.997999999999998,0.0,2,24.997999999999998,0.0,2,24.997999999999998,0.0,2,8.332666666666666,0.0,14.629,0.0
A6907D,Estado de M̩xico,2024-05-03,2024-05-08,3,43.778,0.0,8.7556,0.0,43.778,0.0,3,43.778,0.0,3,43.778,0.0,3,43.778,0.0,3,43.778,0.0,43.778,0.0
A6918G,Estado de M̩xico,2023-10-06,2025-04-23,4,50.009,254.64,0.08866843971631205,0.4514893617021276,7.59,0.0,1,19.35,70.62,2,19.35,70.62,2,19.35,70.62,2,2.632052631578947,13.402105263157894,30.659,184.01999999999998
A6932H,Estado de M̩xico,2024-08-18,2025-05-05,12,124.6202,0.0,0.4793084615384615,0.0,22.7282,0.0,3,22.7282,0.0,3,61.595200000000006,0.0,7,124.6202,0.0,12,13.846688888888888,0.0,44.017,0.0
A6934H,Estado de M̩xico,2025-02-10,2025-02-10,1,15.069,0.0,15.069,0.0,15.069,0.0,1,15.069,0.0,1,15.069,0.0,1,15.069,0.0,1,15.069,0.0,15.069,0.0
A6954H,Estado de M̩xico,2024-10-21,2025-07-06,9,138.8833,0.0,0.5383073643410853,0.0,30.1793,0.0,2,30.1793,0.0,2,79.7963,0.0,5,138.8833,0.0,9,15.43147777777778,0.0,32.897999999999996,0.0
A696JMA,Estado de M̩xico,2023-09-15,2024-03-04,8,101.68299999999999,359.75,0.5946374269005847,2.103801169590643,11.979,59.9,1,11.979,59.9,1,101.68299999999999,359.75,8,101.68299999999999,359.75,8,16.947166666666668,59.958333333333336,59.93,299.85
A7010H,Estado de M̩xico,2025-03-13,2025-07-21,2,23.098300000000002,0.0,0.17767923076923078,0.0,13.1393,0.0,1,13.1393,0.0,1,23.098300000000002,0.0,2,23.098300000000002,0.0,2,4.6196600000000005,0.0,13.1393,0.0
A7049M,Estado de M̩xico,2024-07-12,2024-08-04,2,30.468,0.0,1.3849090909090909,0.0,30.468,0.0,2,30.468,0.0,2,30.468,0.0,2,30.468,0.0,2,30.468,0.0,30.468,0.0
A7077E,Estado de M̩xico,2024-08-17,2025-06-16,7,95.7841,0.0,0.3161191419141914,0.0,32.9491,0.0,2,32.9491,0.0,2,42.558099999999996,0.0,3,95.7841,0.0,7,8.707645454545455,0.0,32.9491,0.0
A7138G,Estado de M̩xico,2024-03-31,2025-07-31,251,3357.0093,0.0,6.907426543209877,0.0,368.41709999999995,0.0,28,1113.1859000000002,0.0,84,2305.3863,0.0,176,3271.3653000000004,0.0,245,197.47113529411766,0.0,406.829,0.0
A7145D,Estado de M̩xico,2024-07-19,2024-10-07,7,78.653,0.0,0.9831625,0.0,32.086,0.0,4,78.653,0.0,7,78.653,0.0,7,78.653,0.0,7,26.217666666666663,0.0,50.016,0.0
A7145G,Estado de M̩xico,2023-09-30,2025-07-26,8,116.0643,70.07,0.17479563253012048,0.10552710843373493,32.2193,0.0,2,32.2193,0.0,2,61.7783,0.0,4,61.7783,0.0,4,5.0462739130434775,3.0465217391304344,29.559,70.07
A7164E,Estado de M̩xico,2023-10-06,2025-07-26,23,304.96950000000004,1326.57,0.46347948328267485,2.016063829787234,19.8599,80.43,2,100.9875,80.43,7,176.01449999999997,423.5,13,203.5725,616.4200000000001,15,13.86225,60.29863636363636,64.628,332.01
A7212G,Estado de M̩xico,2023-10-20,2024-02-07,26,377.82,1202.91,3.434727272727273,10.935545454545455,70.759,281.34,5,198.755,665.46,13,377.82,1202.91,26,377.82,1202.91,26,94.45500000000001,300.72749999999996,227.234,682.02
A7276E,Estado de M̩xico,2024-02-23,2024-02-23,1,15.0,0.0,15.0,0.0,15.0,0.0,1,15.0,0.0,1,15.0,0.0,1,15.0,0.0,1,15.0,0.0,15.0,0.0
A7279E,Estado de M̩xico,2023-11-15,2023-12-18,3,32.027,170.1,0.9705151515151516,5.154545454545454,24.298000000000002,170.1,2,32.027,170.1,3,32.027,170.1,3,32.027,170.1,3,16.0135,85.05,16.188,110.88
A7284B,Estado de M̩xico,2023-09-26,2025-01-03,242,2991.232,2942.7,6.446620689655172,6.342025862068965,90.374,0.0,6,100.54299999999998,10.17,7,694.0949999999999,604.02,53,2232.4800000000005,2144.88,178,186.952,183.91875000000002,331.156,420.8
A728JMF,Estado de M̩xico,2023-09-25,2025-07-31,617,6316.275100000001,0.0,9.357444592592593,0.0,405.8175,0.0,31,1063.5259,0.0,84,1863.8701,0.0,145,3482.5950999999995,0.0,301,274.62065652173914,0.0,387.53,0.0
A7315E,Estado de M̩xico,2024-01-26,2024-02-04,2,13.038,30.08,1.4486666666666668,3.342222222222222,13.038,30.08,2,13.038,30.08,2,13.038,30.08,2,13.038,30.08,2,13.038,30.08,13.038,30.08
A7360E,Estado de M̩xico,2024-01-31,2025-07-30,399,6148.7966,33022.86,11.261532234432234,60.48142857142857,266.20189999999997,1486.86,17,870.8748999999999,3945.959999999999,57,1828.6326000000001,7509.36,119,3854.6556,19566.96,249,323.6208736842105,1738.0452631578949,427.336,2545.56
A7371K,Estado de M̩xico,2024-09-12,2025-07-24,27,368.36879999999996,0.0,1.1694247619047617,0.0,55.9692,0.0,4,113.13680000000001,0.0,9,175.29180000000002,0.0,14,368.36879999999996,0.0,27,33.48807272727274,0.0,58.596,0.0
A7515C,Estado de M̩xico,2024-05-14,2025-07-17,18,182.844,600.24,0.4262097902097902,1.3991608391608392,23.829,0.0,2,23.829,0.0,2,23.829,0.0,2,132.409,273.88,12,12.1896,40.016,42.266,261.85
A7563G,Estado de M̩xico,2024-07-06,2024-07-11,5,45.6,273.9,11.4,68.475,45.6,273.9,5,45.6,273.9,5,45.6,273.9,5,45.6,273.9,5,45.6,273.9,45.6,273.9
A7606J,Estado de M̩xico,2025-03-16,2025-07-08,5,67.2267,0.0,0.5949265486725663,0.0,26.618899999999996,0.0,2,41.3887,0.0,3,67.2267,0.0,5,67.2267,0.0,5,16.806675,0.0,25.838,0.0
A7642C,Estado de M̩xico,2024-06-25,2025-06-20,5,52.6863,0.0,0.14675849582172704,0.0,21.1793,0.0,2,21.1793,0.0,2,28.8983,0.0,3,52.6863,0.0,5,4.052792307692308,0.0,13.3695,0.0
A7653C,Estado de M̩xico,2023-09-13,2024-02-08,6,72.039,0.0,0.48675,0.0,11.69,0.0,1,28.39,0.0,2,72.039,0.0,6,72.039,0.0,6,14.4078,0.0,43.649,0.0
A77157D,Estado de M̩xico,2025-05-26,2025-07-31,111,2933.9950999999996,0.0,44.454471212121206,0.0,796.6382999999998,0.0,39,2933.9950999999996,0.0,111,2933.9950999999996,0.0,111,2933.9950999999996,0.0,111,977.9983666666666,0.0,1893.8807,0.0
A77254D,Estado de M̩xico,2024-08-29,2025-07-30,335,9077.4872,0.0,27.178105389221557,0.0,930.4959999999998,0.0,31,2096.3744,0.0,83,4391.895200000001,0.0,177,9077.4872,0.0,335,756.4572666666667,0.0,1010.877,0.0
A77281D,Estado de M̩xico,2024-08-31,2025-07-27,199,5406.9439,0.0,16.384678484848486,0.0,489.8655,0.0,18,1743.5529999999999,0.0,66,2747.0409,0.0,114,5406.9439,0.0,199,450.57865833333335,0.0,953.915,0.0
A7734B,Estado de M̩xico,2025-03-12,2025-04-23,29,371.571,0.0,9.062707317073171,0.0,330.265,0.0,25,371.571,0.0,29,371.571,0.0,29,371.571,0.0,29,185.78549999999998,0.0,251.73,0.0
A77364D,Estado de M̩xico,2024-09-14,2025-07-31,204,3722.6313,0.0,11.6332228125,0.0,705.3566000000001,0.0,20,2285.6422999999995,0.0,130,2476.8813,0.0,138,3722.6313,0.0,204,338.42102727272726,0.0,1361.9347,0.0
A7738C,Estado de M̩xico,2025-04-18,2025-07-31,74,1027.9849,0.0,9.980435922330097,0.0,372.6389,0.0,26,916.0101,0.0,65,1027.9849,0.0,74,1027.9849,0.0,74,256.996225,0.0,369.127,0.0
A7739H,Estado de M̩xico,2024-11-10,2024-12-14,3,74.657,0.0,2.1957941176470586,0.0,16.449,0.0,1,74.657,0.0,3,74.657,0.0,3,74.657,0.0,3,37.3285,0.0,58.208,0.0
A77404D,Estado de M̩xico,2025-04-22,2025-07-31,91,2959.7066999999997,0.0,29.89602727272727,0.0,989.1895000000001,0.0,32,2686.3979,0.0,82,2959.7066999999997,0.0,91,2959.7066999999997,0.0,91,739.926675,0.0,1031.5172,0.0
A77407D,Estado de M̩xico,2024-11-11,2025-07-31,48,1057.9755,0.0,4.038074427480916,0.0,744.9135,0.0,37,744.9135,0.0,37,933.8115,0.0,44,1057.9755,0.0,48,117.55283333333334,0.0,707.2829,0.0
A7742G,Estado de M̩xico,2023-11-13,2025-07-31,220,3225.3565,5145.73,5.152326677316294,8.220015974440894,158.9349,0.0,10,171.43449999999999,0.0,11,171.43449999999999,0.0,11,2238.4945000000002,4281.12,151,153.58840476190477,245.03476190476192,422.83,1256.24
A77506D,Estado de M̩xico,2024-10-10,2025-07-08,203,5828.0872,0.0,21.505856826568266,0.0,962.1056,0.0,23,1997.4731999999997,0.0,51,4032.4572,0.0,115,5828.0872,0.0,203,582.80872,0.0,996.8354,0.0
A77507D,Estado de M̩xico,2024-08-30,2025-07-31,160,5439.879,0.0,16.287062874251497,0.0,1435.9124,0.0,41,4065.6610999999994,0.0,121,4581.741,0.0,136,5439.879,0.0,160,453.3232499999999,0.0,1301.106,0.0
A77510D,Estado de M̩xico,2024-08-30,2025-06-12,35,630.3232999999999,0.0,2.2116607017543854,0.0,111.6463,0.0,8,111.6463,0.0,8,111.6463,0.0,8,630.3232999999999,0.0,35,63.03232999999999,0.0,230.18399999999997,0.0
A77524D,Estado de M̩xico,2024-10-16,2025-07-29,226,8327.9892,0.0,29.118843356643357,0.0,475.475,0.0,15,2954.6322,0.0,83,5605.2072,0.0,154,8327.9892,0.0,226,832.7989199999998,0.0,1561.3728,0.0
A77525D,Estado de M̩xico,2024-10-21,2025-07-31,310,6065.2271,0.0,21.5078975177305,0.0,1825.5789,0.0,97,5185.3967999999995,0.0,257,5998.2441,0.0,305,6065.2271,0.0,310,606.52271,0.0,2026.9466,0.0
A77526D,Estado de M̩xico,2025-02-05,2025-07-31,11,247.722,0.0,1.4075113636363636,0.0,197.03820000000002,0.0,7,199.03820000000002,0.0,8,247.722,0.0,11,247.722,0.0,11,41.287,0.0,197.03820000000002,0.0
A77634D,Estado de M̩xico,2025-03-15,2025-07-28,58,1797.7975,0.0,13.317018518518518,0.0,363.4052,0.0,14,1585.8911,0.0,46,1797.7975,0.0,58,1797.7975,0.0,58,359.5595,0.0,624.0423,0.0
A77636D,Estado de M̩xico,2024-11-08,2025-04-21,130,3393.4629999999997,0.0,20.691847560975607,0.0,779.9,0.0,35,3338.874,0.0,129,3393.4629999999997,0.0,130,3393.4629999999997,0.0,130,565.5771666666666,0.0,1530.686,0.0
A77637D,Estado de M̩xico,2025-07-11,2025-07-24,9,200.2563,0.0,15.40433076923077,0.0,200.2563,0.0,9,200.2563,0.0,9,200.2563,0.0,9,200.2563,0.0,9,200.2563,0.0,200.2563,0.0
A77638D,Estado de M̩xico,2024-09-04,2025-04-08,71,2168.728000000001,0.0,10.08710697674419,0.0,282.395,0.0,9,432.54499999999985,0.0,14,1502.375,0.0,40,2168.728000000001,0.0,71,271.091,0.0,624.524,0.0
A77639D,Estado de M̩xico,2025-04-29,2025-07-27,61,1657.7951,0.0,18.838580681818183,0.0,363.9537999999999,0.0,13,1657.7951,0.0,61,1657.7951,0.0,61,1657.7951,0.0,61,552.5983666666667,0.0,789.6699,0.0
A77647D,Estado de M̩xico,2024-09-19,2025-07-26,279,6925.9692000000005,0.0,22.34183612903226,0.0,307.82809999999995,0.0,7,910.6661999999998,0.0,21,3719.3962,0.0,153,6925.9692000000005,0.0,279,629.6335636363636,0.0,1245.869,0.0
A7764J,Estado de M̩xico,2024-12-01,2024-12-01,1,17.009,0.0,17.009,0.0,17.009,0.0,1,17.009,0.0,1,17.009,0.0,1,17.009,0.0,1,17.009,0.0,17.009,0.0
A7778M,Estado de M̩xico,2024-10-12,2025-07-12,13,193.9405,0.0,0.7104047619047619,0.0,31.5396,0.0,2,59.4195,0.0,4,116.6555,0.0,8,193.9405,0.0,13,19.39405,0.0,42.387,0.0
A7831H,Estado de M̩xico,2024-10-14,2025-07-01,190,2094.5737,0.0,8.056052692307691,0.0,189.1413,0.0,17,513.6927,0.0,49,1412.9167,0.0,128,2094.5737,0.0,190,232.7304111111111,0.0,312.6,0.0
A7833A,Estado de M̩xico,2023-12-29,2025-06-22,23,277.3917,140.62,0.5136883333333334,0.2604074074074074,59.9283,0.0,4,154.13469999999998,0.0,12,241.21069999999997,0.0,20,270.8097,97.83,22,14.599563157894737,7.401052631578947,73.84700000000001,97.83
A7861A,Estado de M̩xico,2023-10-26,2025-06-12,81,760.1119,0.0,1.2774989915966386,0.0,52.60060000000001,0.0,6,152.10690000000002,0.0,17,277.65290000000005,0.0,32,592.1359,0.0,64,38.00559499999999,0.0,117.91,0.0
A7861D,Estado de M̩xico,2024-12-30,2024-12-30,2,10.348,0.0,10.348,0.0,10.348,0.0,2,10.348,0.0,2,10.348,0.0,2,10.348,0.0,2,10.348,0.0,10.348,0.0
A7874H,Estado de M̩xico,2023-09-14,2025-07-30,128,1468.3959,0.0,2.1436436496350364,0.0,18.3386,0.0,2,31.457900000000002,0.0,3,98.9659,0.0,9,421.92690000000005,0.0,38,63.843300000000006,0.0,237.12,0.0
A7876M,Estado de M̩xico,2024-03-20,2025-07-14,144,1675.6403999999998,314.37,3.4909174999999997,0.6549375000000001,15.7198,0.0,1,31.2394,0.0,2,106.0454,87.85,8,1331.0104000000001,314.37,117,98.56708235294117,18.49235294117647,553.539,226.51999999999998
A7878L,Estado de M̩xico,2025-03-01,2025-03-01,1,15.879,0.0,15.879,0.0,15.879,0.0,1,15.879,0.0,1,15.879,0.0,1,15.879,0.0,1,15.879,0.0,15.879,0.0
A7886M,Estado de M̩xico,2024-05-23,2025-07-27,169,2507.6785,0.0,5.831810465116279,0.0,93.75649999999999,0.0,7,109.7365,0.0,8,490.1555,0.0,33,1993.4105000000002,0.0,132,167.17856666666665,0.0,332.592,0.0
A8046M,Estado de M̩xico,2024-10-04,2025-07-28,32,410.2439,0.0,1.3859591216216216,0.0,62.552099999999996,0.0,6,80.9007,0.0,8,274.0709,0.0,22,410.2439,0.0,32,41.02439,0.0,121.535,0.0
A8077A,Estado de M̩xico,2024-04-27,2024-04-27,1,14.569,0.0,14.569,0.0,14.569,0.0,1,14.569,0.0,1,14.569,0.0,1,14.569,0.0,1,14.569,0.0,14.569,0.0
A8143L,Estado de M̩xico,2024-01-01,2025-07-30,181,2372.2088,0.0,4.118418055555555,0.0,217.0333,0.0,14,526.9532999999999,0.0,39,758.4548,0.0,56,1824.4268,0.0,144,118.61044,0.0,347.479,0.0
A8204H,Estado de M̩xico,2025-01-16,2025-03-02,12,179.068,0.0,4.069727272727273,0.0,137.311,0.0,9,179.068,0.0,12,179.068,0.0,12,179.068,0.0,12,89.534,0.0,120.182,0.0
A83112D,Estado de M̩xico,2024-09-09,2025-01-04,97,2694.466,0.0,23.02962393162393,0.0,434.056,0.0,19,2189.878,0.0,76,2694.466,0.0,97,2694.466,0.0,97,673.6165,0.0,987.8149999999999,0.0
A83155D,Estado de M̩xico,2024-09-11,2024-11-18,31,466.4699999999999,0.0,6.962238805970148,0.0,140.512,0.0,10,466.4699999999999,0.0,31,466.4699999999999,0.0,31,466.4699999999999,0.0,31,155.48999999999998,0.0,258.629,0.0
A831JMD,Estado de M̩xico,2023-10-11,2025-07-17,160,2443.1023,0.0,3.787755503875969,0.0,30.6689,0.0,2,104.85629999999999,0.0,7,474.9963,0.0,31,1257.1683,0.0,81,111.05010454545454,0.0,210.332,0.0
A8322M,Estado de M̩xico,2023-10-04,2023-11-20,2,25.64,148.82,0.5573913043478261,3.2352173913043476,10.47,60.78,1,25.64,148.82,2,25.64,148.82,2,25.64,148.82,2,12.82,74.41,15.17,88.04
A83338D,Estado de M̩xico,2024-09-10,2025-07-31,491,11297.2509,0.0,34.86805833333333,0.0,984.0863999999999,0.0,47,3331.2982,0.0,152,6823.7809,0.0,307,11297.2509,0.0,491,1027.022809090909,0.0,1212.5592,0.0
A8340B,Estado de M̩xico,2024-12-03,2025-07-06,18,250.554,0.0,1.1653674418604651,0.0,10.7798,0.0,1,56.188,0.0,4,139.422,0.0,10,250.554,0.0,18,31.319249999999997,0.0,97.933,0.0
A83496D,Estado de M̩xico,2024-08-30,2025-07-31,366,11091.7788,0.0,33.10978746268657,0.0,824.8466999999999,0.0,24,3865.1940999999997,0.0,156,6164.257799999999,0.0,220,11091.7788,0.0,366,924.3149000000002,0.0,1628.88,0.0
A83527D,Estado de M̩xico,2024-11-08,2025-04-15,103,3672.737,0.0,23.24517088607595,0.0,501.26599999999996,0.0,17,2411.3740000000003,0.0,65,3672.737,0.0,103,3672.737,0.0,103,612.1228333333333,0.0,924.765,0.0
A835JMF,Estado de M̩xico,2023-11-17,2025-07-30,32,461.1037,0.0,0.7437156451612903,0.0,30.709,0.0,2,87.4772,0.0,6,205.6907,0.0,14,306.81669999999997,0.0,21,21.957319047619052,0.0,63.8568,0.0
A83828D,Estado de M̩xico,2024-09-02,2025-07-23,262,10384.5251,0.0,32.15023250773994,0.0,970.1151,0.0,22,2809.5311,0.0,72,5677.5591,0.0,144,10384.5251,0.0,262,944.0477363636363,0.0,1169.25,0.0
A8395L,Estado de M̩xico,2025-04-12,2025-07-07,5,70.43599999999999,0.0,0.8286588235294117,0.0,14.4395,0.0,1,70.43599999999999,0.0,5,70.43599999999999,0.0,5,70.43599999999999,0.0,5,23.478666666666665,0.0,46.9773,0.0
A8402L,Estado de M̩xico,2025-01-15,2025-07-20,14,186.45969999999997,0.0,1.002471505376344,0.0,27.999200000000002,0.0,2,86.97670000000001,0.0,7,169.95069999999998,0.0,13,186.45969999999997,0.0,14,26.637100000000004,0.0,57.876000000000005,0.0
A84113D,Estado de M̩xico,2024-09-17,2025-07-31,151,4536.7868,0.0,14.356920253164557,0.0,464.5137,0.0,23,2389.5407999999998,0.0,75,2389.5407999999998,0.0,75,4536.7868,0.0,151,412.4351636363636,0.0,1392.3016,0.0
A84130D,Estado de M̩xico,2024-08-31,2025-07-30,184,6325.954499999999,0.0,18.99686036036036,0.0,639.6251999999998,0.0,19,2012.3868,0.0,59,4098.8665,0.0,120,6325.954499999999,0.0,184,527.162875,0.0,844.712,0.0
A84209D,Estado de M̩xico,2024-08-29,2025-07-31,231,7026.4226,0.0,20.974395820895523,0.0,585.3581999999999,0.0,19,2471.3108,0.0,69,3118.8436,0.0,87,7026.4226,0.0,231,585.5352166666665,0.0,1106.9638,0.0
A84390D,Estado de M̩xico,2024-08-28,2025-07-20,173,7112.217699999999,0.0,21.88374676923077,0.0,30.7398,0.0,1,316.9667,0.0,9,1508.6767,0.0,38,7112.217699999999,0.0,173,646.5652454545453,0.0,1365.383,0.0
A8446C,Estado de M̩xico,2025-03-22,2025-07-31,50,437.4956,0.0,3.3653507692307696,0.0,121.81569999999999,0.0,14,314.4678,0.0,35,437.4956,0.0,50,437.4956,0.0,50,87.49911999999999,0.0,133.9959,0.0
A84663D,Estado de M̩xico,2024-09-15,2025-07-31,209,10804.021799999999,0.0,33.974911320754714,0.0,1130.7172999999998,0.0,21,3157.2231,0.0,60,6387.9358,0.0,125,10804.021799999999,0.0,209,982.1838,0.0,1085.69,0.0
A84780D,Estado de M̩xico,2024-10-15,2025-07-26,88,1987.9131,85.44,6.999694014084507,0.3008450704225352,40.04,0.0,2,701.7801,0.0,40,1159.7371,85.44,61,1987.9131,85.44,88,198.79131,8.544,452.79769999999996,85.44
A84782D,Estado de M̩xico,2024-09-29,2025-07-31,208,5460.7867,630.84,17.90421868852459,2.0683278688524593,961.0474999999998,0.0,35,2363.4376,0.0,77,4561.1847,232.5,170,5460.7867,630.84,208,496.4351545454546,57.34909090909091,964.6222,227.76000000000002
A84826D,Estado de M̩xico,2024-09-14,2025-07-30,127,4905.8835,0.0,15.37894514106583,0.0,276.32849999999996,0.0,5,1381.8380000000004,0.0,29,3085.1325,0.0,76,4905.8835,0.0,127,445.9894090909092,0.0,801.115,0.0
A8482M,Estado de M̩xico,2024-05-31,2025-02-19,10,80.32,0.0,0.3042424242424242,0.0,5.419,0.0,1,33.596000000000004,0.0,4,47.794999999999995,0.0,5,80.32,0.0,10,8.924444444444445,0.0,21.537,0.0
A84873D,Estado de M̩xico,2024-08-28,2025-04-11,152,4389.042,0.0,19.506853333333336,0.0,82.88000000000001,0.0,4,797.6899999999999,0.0,43,3129.7319999999995,0.0,113,4389.042,0.0,152,548.6302499999999,0.0,944.2090000000001,0.0
A85090D,Estado de M̩xico,2024-11-28,2025-07-28,139,5063.1811,0.0,20.92223595041322,0.0,171.3361,0.0,8,171.3361,0.0,8,3161.9201,0.0,89,5063.1811,0.0,139,562.5756777777777,0.0,1545.54,0.0
