placa,overall_portfolio_risk,core_financial_risk,telemetry_enhancement_score,overall_risk_score,risk_category,projected_insurance_cost,coverage_ratio_30d,gnv_credit_30d,arrears_amount,expected_payment,coverage_risk,credit_utilization,arrears_risk,safety_risk_component,operational_risk_component,accident_risk_score,fuel_efficiency_proxy,unauthorized_use_risk,tampering_risk,total_safety_events,harsh_brake_events,overspeed_events,idling_events,after_hours_events,disconnect_events,hase_default_risk,scenario_type
NZT5678,0.17282905505296298,0.2160363188162037,0.0,0.17282905505296298,low,14466.553794571999,0.1596647493888889,2873.965489,15126.034511,18000.0,0.8403352506111111,0.19958093673611113,0.8403352506111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NZT6199,0.16347226194592593,0.2043403274324074,0.0,0.16347226194592593,low,14365.500429016,0.2676277467777777,4817.299442,13182.700558,18000.0,0.7323722532222223,0.33453468347222226,0.7323722532222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NZU3316,0.16316497330481483,0.2039562166310185,0.0,0.16316497330481483,low,14362.181711692,0.2711733849444445,4881.120929000001,13118.879071,18000.0,0.7288266150555556,0.3389667311805556,0.7288266150555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NZU5285,0.16562006013333336,0.20702507516666668,0.0,0.16562006013333336,low,14388.696649439999,0.24284546,4371.21828,13628.78172,18000.0,0.7571545399999999,0.30355682500000003,0.75715454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NZV2611,0.18618439844444445,0.23273049805555554,0.0,0.18618439844444445,low,14610.7915032,0.0055646333333333,100.1634,17899.8366,18000.0,0.9944353666666667,0.0069557916666666665,0.9944353666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NZV8496,0.1766211565551852,0.2207764456939815,0.0,0.1766211565551852,low,14507.508490795999,0.1159097320555555,2086.375177,15913.624823,18000.0,0.8840902679444445,0.14488716506944443,0.8840902679444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NZW4553,0.1813990256444445,0.2267487820555556,0.0,0.1813990256444445,low,14559.10947696,0.0607804733333333,1094.04852,16905.95148,18000.0,0.9392195266666667,0.07597559166666668,0.9392195266666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NZW4847,0.17741846132222225,0.2217730766527778,0.0,0.17741846132222225,low,14516.11938228,0.1067100616666666,1920.78111,16079.21889,18000.0,0.8932899383333334,0.13338757708333332,0.8932899383333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NZY4328,0.1727310915692593,0.21591386446157412,0.0,0.1727310915692593,low,14465.495788948,0.1607950972777777,2894.311751,15105.688249,18000.0,0.8392049027222224,0.20099387159722223,0.8392049027222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NZY5605,0.16313028245333333,0.20391285306666665,0.0,0.16313028245333333,low,14361.807050496,0.2715736639999999,4888.325951999999,13111.674048,18000.0,0.7284263360000001,0.3394670799999999,0.7284263360000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NZY8710,0.15635890659148152,0.19544863323935188,0.0,0.15635890659148152,low,14288.676191187998,0.3497049239444444,6294.688631,11705.311369,18000.0,0.6502950760555556,0.43713115493055554,0.6502950760555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P000037,0.18459028223148152,0.23073785278935188,0.0,0.18459028223148152,low,14593.5750481,0.0239582819444444,431.249075,17568.750925,18000.0,0.9760417180555556,0.029947852430555557,0.9760417180555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P000400,0.1846952899,0.230869112375,0.0,0.1846952899,low,14594.709130919999,0.0227466549999999,409.43979,17590.56021,18000.0,0.977253345,0.028433318750000002,0.9772533449999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P0320,0.15898473913703703,0.1987309239212963,0.0,0.15898473913703703,low,14317.03518268,0.3194068561111111,5749.32341,12250.67659,18000.0,0.6805931438888889,0.3992585701388889,0.6805931438888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P06ATS,0.16143332258074075,0.20179165322592593,0.0,0.16143332258074075,low,14343.479883872,0.2911539702222222,5240.771464,12759.228536,18000.0,0.7088460297777778,0.3639424627777778,0.7088460297777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P08BJB,0.1652887659377778,0.20661095742222224,0.0,0.1652887659377778,low,14385.118672128,0.2466680853333333,4440.025536,13559.974464,18000.0,0.7533319146666667,0.3083351066666667,0.7533319146666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P08BJW,0.18069909018888888,0.2258738627361111,0.0,0.18069909018888888,low,14551.55017404,0.0688566516666666,1239.41973,16760.58027,18000.0,0.9311433483333333,0.08607081458333334,0.9311433483333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P33ATH,0.18151229794740742,0.22689037243425927,0.0,0.18151229794740742,low,14560.332817831999,0.0594734852222222,1070.522734,16929.477266,18000.0,0.9405265147777778,0.07434185652777778,0.9405265147777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P43AMA,0.18116861306666668,0.22646076633333334,0.0,0.18116861306666668,low,14556.62102112,0.06343908,1141.90344,16858.096559999998,18000.0,0.93656092,0.07929885,0.9365609199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P801079,0.18363739284814815,0.22954674106018516,0.0,0.18363739284814815,low,14583.283842759998,0.0349531594444444,629.15687,17370.84313,18000.0,0.9650468405555556,0.04369144930555556,0.9650468405555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P801561,0.18658403341851856,0.23323004177314818,0.0,0.18658403341851856,low,14615.10756092,0.0009534605555555,17.16229,17982.83771,18000.0,0.9990465394444445,0.0011918256944444443,0.9990465394444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P802066,0.18497950991111115,0.23122438738888892,0.0,0.18497950991111115,low,14597.778707039999,0.0194671933333333,350.40948,17649.59052,18000.0,0.9805328066666668,0.024333991666666666,0.9805328066666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P802435,0.14472886994814813,0.18091108743518516,0.0,0.14472886994814813,low,14163.071795439999,0.4838976544444444,8710.15778,9289.84222,18000.0,0.5161023455555556,0.6048720680555555,0.5161023455555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P802460,0.17376836374074076,0.21721045467592592,0.0,0.17376836374074076,low,14476.6983284,0.1488265722222222,2678.8783,15321.1217,18000.0,0.8511734277777778,0.18603321527777777,0.8511734277777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P802569,0.1508818996592593,0.1886023745740741,0.0,0.1508818996592593,low,14229.52451632,0.4129011577777777,7432.22084,10567.77916,18000.0,0.5870988422222223,0.5161264472222222,0.5870988422222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P803046,0.12777231450740742,0.15971539313425928,0.0,0.12777231450740742,low,13979.94099668,0.6795502172222223,12231.90391,5768.096089999999,18000.0,0.3204497827777777,0.8494377715277779,0.32044978277777775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
P803547,0.1859439004185185,0.23242987552314812,0.0,0.1859439004185185,low,14608.19412452,0.0083396105555555,150.11299,17849.88701,18000.0,0.9916603894444445,0.010424513194444445,0.9916603894444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAA6858,0.1608875391511111,0.20110942393888886,0.0,0.1608875391511111,low,14337.585422831999,0.2974514713333333,5354.126483999999,12645.873516,18000.0,0.7025485286666667,0.3718143391666666,0.7025485286666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAA8087,0.05740786548148148,0.07175983185185185,0.0,0.05740786548148148,low,13220.0049472,1.211801261111111,21812.4227,0.0,18000.0,-0.21180126111111108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAC6869,0.13211639095888889,0.1651454886986111,0.0,0.13211639095888889,low,14026.857022355998,0.6294262581666668,11329.672647,6670.327353000001,18000.0,0.37057374183333325,0.7867828227083333,0.37057374183333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAE1032,0.15797601284222226,0.1974700160527778,0.0,0.15797601284222226,low,14306.140938696,0.3310460056666666,5958.828102,12041.171898,18000.0,0.6689539943333334,0.41380750708333336,0.6689539943333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAG663A,0.18530845131851853,0.23163556414814815,0.0,0.18530845131851853,low,14601.331274239998,0.0156717155555555,282.09088,17717.90912,18000.0,0.9843282844444445,0.019589644444444446,0.9843282844444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAJ2909,0.15709949252222222,0.19637436565277777,0.0,0.15709949252222222,low,14296.67451924,0.3411597016666667,6140.87463,11859.12537,18000.0,0.6588402983333332,0.42644962708333334,0.6588402983333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAJ5018,0.17263845482592596,0.21579806853240743,0.0,0.17263845482592596,low,14464.49531212,0.1618639827777777,2913.55169,15086.44831,18000.0,0.8381360172222223,0.2023299784722222,0.8381360172222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAL6787,0.1580330085977778,0.19754126074722222,0.0,0.1580330085977778,low,14306.756492856,0.3303883623333333,5946.990522,12053.009478,18000.0,0.6696116376666668,0.41298545291666666,0.6696116376666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAX7437,0.15639652922222225,0.19549566152777778,0.0,0.15639652922222225,low,14289.0825156,0.3492708166666666,6286.874699999999,11713.1253,18000.0,0.6507291833333334,0.43658852083333327,0.6507291833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAY4740,0.1783736772,0.2229670965,0.0,0.1783736772,low,14526.435713759998,0.09568834,1722.39012,16277.60988,18000.0,0.90431166,0.119610425,0.90431166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAY7657,0.16252567787555558,0.20315709734444445,0.0,0.16252567787555558,low,14355.277321055999,0.2785498706666666,5013.897671999999,12986.102328,18000.0,0.7214501293333334,0.34818733833333326,0.7214501293333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAZ1744,0.1584702767951852,0.19808784599398147,0.0,0.1584702767951852,low,14311.478989387999,0.3253429600555555,5856.173280999999,12143.826719,18000.0,0.6746570399444445,0.4066787000694444,0.6746570399444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAZ3649,0.1697455415703704,0.21218192696296298,0.0,0.1697455415703704,low,14433.25184896,0.195243751111111,3514.38752,14485.61248,18000.0,0.804756248888889,0.2440546888888889,0.8047562488888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PAZ7154,0.1591135129240741,0.19889189115509262,0.0,0.1591135129240741,low,14318.42593958,0.3179210047222222,5722.578085,12277.421915,18000.0,0.6820789952777778,0.3974012559027778,0.6820789952777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBB3001,0.15910178013518522,0.19887722516898151,0.0,0.15910178013518522,low,14318.29922546,0.3180563830555555,5725.014895,12274.985105,18000.0,0.6819436169444445,0.39757047881944446,0.6819436169444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBB3219,0.18488228580962965,0.23110285726203705,0.0,0.18488228580962965,low,14596.728686743998,0.0205890098888888,370.602178,17629.397822,18000.0,0.9794109901111112,0.02573626236111111,0.9794109901111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBB5710,0.18245907881851853,0.22807384852314816,0.0,0.18245907881851853,low,14570.55805124,0.0485490905555555,873.88363,17126.11637,18000.0,0.9514509094444445,0.06068636319444445,0.9514509094444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBC6570,0.18364044544074076,0.22955055680092595,0.0,0.18364044544074076,low,14583.31681076,0.0349179372222222,628.52287,17371.47713,18000.0,0.9650820627777777,0.04364742152777778,0.9650820627777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBE4208,0.1856487281962963,0.23206091024537037,0.0,0.1856487281962963,low,14605.00626452,0.0117454438888888,211.41798999999995,17788.58201,18000.0,0.9882545561111112,0.014681804861111107,0.988254556111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBE9461,0.1557661596940741,0.1947076996175926,0.0,0.1557661596940741,low,14282.274524695998,0.3565443112222222,6417.797602000001,11582.202398,18000.0,0.6434556887777778,0.4456803890277778,0.6434556887777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBG2889,0.1775196065703704,0.22189950821296298,0.0,0.1775196065703704,low,14517.211750959998,0.1055430011111111,1899.77402,16100.22598,18000.0,0.8944569988888889,0.1319287513888889,0.8944569988888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBG5124,0.15964827186259262,0.19956033982824076,0.0,0.15964827186259262,low,14324.201336115999,0.3117507092777777,5611.512767,12388.487233,18000.0,0.6882492907222223,0.3896883865972222,0.6882492907222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBG6023,0.18603584364074077,0.23254480455092594,0.0,0.18603584364074077,low,14609.18711132,0.0072787272222222,131.01709,17868.98291,18000.0,0.9927212727777778,0.009098409027777778,0.9927212727777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBH008B,0.16902962083814818,0.2112870260476852,0.0,0.16902962083814818,low,14425.519905051999,0.2035043749444444,3663.078749,14336.921251,18000.0,0.7964956250555556,0.2543804686805555,0.7964956250555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBJ5086,0.1857791543555556,0.23222394294444446,0.0,0.1857791543555556,low,14606.414867039999,0.0102405266666666,184.32948,17815.67052,18000.0,0.9897594733333334,0.012800658333333333,0.9897594733333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBK804B,0.15721963501703703,0.19652454377129627,0.0,0.15721963501703703,low,14297.972058184,0.3397734421111111,6115.921958,11884.078042,18000.0,0.6602265578888888,0.4247168026388889,0.6602265578888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBN5416,0.1615164238962963,0.20189552987037038,0.0,0.1615164238962963,low,14344.377378079998,0.2901951088888889,5223.51196,12776.48804,18000.0,0.7098048911111111,0.3627438861111111,0.7098048911111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBP2691,0.15896126080000003,0.19870157600000002,0.0,0.15896126080000003,low,14316.781616639999,0.31967776,5754.199680000001,12245.800319999998,18000.0,0.68032224,0.39959720000000004,0.68032224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBP3281,0.17200370615148153,0.21500463268935188,0.0,0.17200370615148153,low,14457.640026436,0.1691880059444444,3045.384107,14954.615893,18000.0,0.8308119940555556,0.21148500743055554,0.8308119940555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBP3474,0.17530057614444447,0.21912572018055557,0.0,0.17530057614444447,low,14493.24622236,0.1311471983333333,2360.64957,15639.35043,18000.0,0.8688528016666667,0.16393399791666666,0.8688528016666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBP4733,0.18648921657037038,0.23311152071296296,0.0,0.18648921657037038,low,14614.08353896,0.0020475011111111,36.85502,17963.14498,18000.0,0.9979524988888889,0.002559376388888889,0.9979524988888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBP6833,0.18582130945555556,0.23227663681944444,0.0,0.18582130945555556,low,14606.870142119998,0.0097541216666666,175.57419,17824.42581,18000.0,0.9902458783333334,0.012192652083333333,0.9902458783333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBR6322,0.16812518695666667,0.2101564836958333,0.0,0.16812518695666667,low,14415.752019132,0.2139401505,3850.922709,14149.077291,18000.0,0.7860598495,0.267425188125,0.7860598495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBR6692,0.16033138027222224,0.20041422534027778,0.0,0.16033138027222224,low,14331.57890694,0.3038686891666666,5469.636404999999,12530.363595,18000.0,0.6961313108333333,0.37983586145833326,0.6961313108333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBS7821,0.16179054093333334,0.20223817616666664,0.0,0.16179054093333334,low,14347.337842079998,0.28703222,5166.57996,12833.42004,18000.0,0.71296778,0.358790275,0.71296778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBT3215,0.1617235394244445,0.2021544242805556,0.0,0.1617235394244445,low,14346.614225784,0.2878053143333333,5180.495658,12819.504342,18000.0,0.7121946856666668,0.35975664291666665,0.7121946856666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBV1337,0.15947861361000001,0.1993482670125,0.0,0.15947861361000001,low,14322.369026987999,0.3137083045,5646.749481,12353.250519,18000.0,0.6862916955,0.392135380625,0.6862916954999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBV4760,0.18505679962962968,0.23132099953703708,0.0,0.18505679962962968,low,14598.613436,0.0185753888888888,334.357,17665.643,18000.0,0.9814246111111112,0.023219236111111114,0.9814246111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBW4091,0.15484869910481483,0.19356087388101853,0.0,0.15484869910481483,low,14272.365950332,0.3671303949444444,6608.347108999999,11391.652891000002,18000.0,0.6328696050555556,0.4589129936805555,0.6328696050555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBW6191,0.17891500028148152,0.22364375035185188,0.0,0.17891500028148152,low,14532.28200304,0.0894423044444444,1609.96148,16390.038520000002,18000.0,0.9105576955555557,0.11180288055555555,0.9105576955555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBW6513,0.15359219987333333,0.19199024984166665,0.0,0.15359219987333333,low,14258.795758631999,0.381628463,6869.312334,11130.687666,18000.0,0.618371537,0.47703557875,0.618371537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBY6165,0.17536678182222226,0.2192084772777778,0.0,0.17536678182222226,low,14493.96124368,0.1303832866666666,2346.89916,15653.10084,18000.0,0.8696167133333335,0.16297910833333332,0.8696167133333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBZ4454,0.1838008527777778,0.22975106597222225,0.0,0.1838008527777778,low,14585.04921,0.0330670833333333,595.2075,17404.7925,18000.0,0.9669329166666667,0.04133385416666666,0.9669329166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PBZ4742,0.18602370019629633,0.23252962524537038,0.0,0.18602370019629633,low,14609.05596212,0.0074188438888888,133.53919,17866.46081,18000.0,0.9925811561111112,0.009273554861111111,0.9925811561111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCA9362,0.15888825303111112,0.1986103162888889,0.0,0.15888825303111112,low,14315.993132736,0.3205201573333333,5769.362832,12230.637168,18000.0,0.6794798426666667,0.4006501966666667,0.6794798426666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCB4784,0.15853626651888889,0.1981703331486111,0.0,0.15853626651888889,low,14312.191678403999,0.3245815401666666,5842.467723,12157.532277,18000.0,0.6754184598333334,0.4057269252083333,0.6754184598333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCD3001,0.15719701698148147,0.19649627122685184,0.0,0.15719701698148147,low,14297.727783399998,0.3400344194444444,6120.619549999999,11879.38045,18000.0,0.6599655805555555,0.4250430243055555,0.6599655805555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCD9582,0.1638883058377778,0.20486038229722223,0.0,0.1638883058377778,low,14369.993703048,0.2628272403333333,4730.890326,13269.109674,18000.0,0.7371727596666666,0.32853405041666667,0.7371727596666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCE3341,0.1568342501566667,0.19604281269583335,0.0,0.1568342501566667,low,14293.809901691999,0.3442201904999999,6195.963428999999,11804.036571,18000.0,0.6557798095,0.43027523812499996,0.6557798095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCE9259,0.16253792192074076,0.20317240240092593,0.0,0.16253792192074076,low,14355.409556743998,0.2784085932222222,5011.354678,12988.645322,18000.0,0.7215914067777778,0.3480107415277778,0.7215914067777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCE9619,0.1516033050069333,0.18950413125866664,0.0,0.1516033050069333,low,14237.31569407488,0.40457724992,7282.39049856,10717.60950144,18000.0,0.59542275008,0.5057215624,0.59542275008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCG7490,0.1861618593814815,0.23270232422685186,0.0,0.1861618593814815,low,14610.54808132,0.0058246994444444,104.84459,17895.15541,18000.0,0.9941753005555556,0.007280874305555555,0.9941753005555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCJ6877,0.1734339354666667,0.21679241933333335,0.0,0.1734339354666667,low,14473.086503039998,0.15268536,2748.33648,15251.66352,18000.0,0.84731464,0.1908567,0.84731464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCK8847,0.15750440762444445,0.19688050953055555,0.0,0.15750440762444445,low,14301.047602343999,0.3364876043333333,6056.776878,11943.223122,18000.0,0.6635123956666666,0.42060950541666664,0.6635123956666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCM9650,0.1820777804455556,0.22759722555694448,0.0,0.1820777804455556,low,14566.440028812,0.0529486871666666,953.076369,17046.923631,18000.0,0.9470513128333334,0.06618585895833333,0.9470513128333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCP5901,0.18565011001925927,0.23206263752407408,0.0,0.18565011001925927,low,14605.021188207998,0.0117294997777777,211.130996,17788.869004,18000.0,0.9882705002222223,0.014661874722222223,0.9882705002222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCP7656,0.16126611598370372,0.20158264497962963,0.0,0.16126611598370372,low,14341.674052624,0.2930832771111111,5275.498987999999,12724.501012,18000.0,0.7069167228888888,0.36635409638888883,0.706916722888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCR7008,0.1741319308888889,0.2176649136111111,0.0,0.1741319308888889,low,14480.624853599998,0.1446315666666666,2603.3682,15396.6318,18000.0,0.8553684333333333,0.18078945833333332,0.8553684333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCT9966,0.18595257430740741,0.23244071788425927,0.0,0.18595257430740741,low,14608.287802519999,0.0082395272222222,148.31149,17851.68851,18000.0,0.9917604727777778,0.010299409027777777,0.9917604727777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCZ3897,0.1794603695888889,0.2243254619861111,0.0,0.1794603695888889,low,14538.171991559999,0.0831495816666666,1496.69247,16503.30753,18000.0,0.9168504183333334,0.10393697708333333,0.9168504183333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PCZ5897,0.1529280755562963,0.19116009444537038,0.0,0.1529280755562963,low,14251.623216008,0.3892914358888888,7007.245846,10992.754154,18000.0,0.6107085641111112,0.4866142948611111,0.6107085641111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PDA8039,0.18140412398925929,0.2267551549865741,0.0,0.18140412398925929,low,14559.164539083999,0.0607216462777777,1092.989633,16907.010367,18000.0,0.9392783537222223,0.07590205784722222,0.9392783537222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PDC2428,0.18614245596666668,0.23267806995833332,0.0,0.18614245596666668,low,14610.33852444,0.0060485849999999,108.87453,17891.12547,18000.0,0.9939514150000001,0.007560731249999999,0.993951415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PDD8511,0.1626557180888889,0.2033196476111111,0.0,0.1626557180888889,low,14356.68175536,0.2770494066666666,4986.88932,13013.11068,18000.0,0.7229505933333333,0.34631175833333333,0.7229505933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
