placa,alert_type,severity,details,triggered_at,code,diagnostic_id
A84782D,downtime,high,189.1 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-07-31T00:00:00,,
A85439D,downtime,high,187.0 h sin movimiento en 30d | Cobertura 14d: 0.15,2025-07-31T00:00:00,,
A85597D,downtime,high,197.8 h sin movimiento en 30d | Cobertura 14d: 0.29,2025-07-31T00:00:00,,
A929JMF,downtime,high,209.1 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
A929JMF,telemetry,high,Salud de telemetría 0.32,2025-07-31T00:00:00,,
A9425H,safety,high,Seatbelt 0.47 | Alta velocidad 0.36,2025-07-31T00:00:00,,
A9588H,downtime,high,195.4 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
A9926G,downtime,high,183.3 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
A9926G,telemetry,high,Salud de telemetría 0.33,2025-07-31T00:00:00,,
CR5815,downtime,high,190.6 h sin movimiento en 30d | Cobertura 14d: 1.00,2025-07-31T00:00:00,,
CR5815,safety,high,Seatbelt 0.50 | Alta velocidad 0.47,2025-07-31T00:00:00,,
CR5815,telemetry,high,Salud de telemetría 0.40,2025-07-31T00:00:00,,
CR5847,safety,high,Seatbelt 0.46 | Alta velocidad 0.42,2025-07-31T00:00:00,,
CR5855,downtime,high,127.7 h sin movimiento en 30d | Cobertura 14d: 1.00,2025-07-31T00:00:00,,
CR5855,telemetry,high,Salud de telemetría 0.31,2025-07-31T00:00:00,,
ECA312,downtime,high,186.7 h sin movimiento en 30d | Cobertura 14d: 0.06,2025-07-31T00:00:00,,
G60APY,downtime,high,127.9 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
GOLDEN02,downtime,high,165.8 h sin movimiento en 30d | Cobertura 14d: 1.00,2025-07-31T00:00:00,,
GOLDEN02,telemetry,high,Salud de telemetría 0.39,2025-07-31T00:00:00,,
GOLDEN03,downtime,high,172.5 h sin movimiento en 30d | Cobertura 14d: 1.00,2025-07-31T00:00:00,,
GOLDEN05,downtime,high,203.8 h sin movimiento en 30d | Cobertura 14d: 0.84,2025-07-31T00:00:00,,
GOLDEN05,telemetry,high,Salud de telemetría 0.35,2025-07-31T00:00:00,,
LB46149,safety,high,Seatbelt 0.46 | Alta velocidad 0.46,2025-07-31T00:00:00,,
LMM734A,downtime,high,213.5 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
M88BHK,downtime,high,187.3 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
M88BHK,telemetry,high,Salud de telemetría 0.37,2025-07-31T00:00:00,,
MFR854B,downtime,high,212.9 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
MFR854B,safety,high,Seatbelt 0.35 | Alta velocidad 0.39,2025-07-31T00:00:00,,
MHC436A,safety,high,Seatbelt 0.50 | Alta velocidad 0.53,2025-07-31T00:00:00,,
MMY372A,safety,high,Seatbelt 0.35 | Alta velocidad 0.52,2025-07-31T00:00:00,,
MSR447A,safety,high,Seatbelt 0.45 | Alta velocidad 0.40,2025-07-31T00:00:00,,
MUE429B,downtime,high,213.1 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
MUE429B,telemetry,high,Salud de telemetría 0.38,2025-07-31T00:00:00,,
MVR221B,downtime,high,143.1 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
MVR221B,safety,high,Seatbelt 0.38 | Alta velocidad 0.40,2025-07-31T00:00:00,,
MXM893A,telemetry,high,Salud de telemetría 0.32,2025-07-31T00:00:00,,
MZM886B,safety,high,Seatbelt 0.49 | Alta velocidad 0.38,2025-07-31T00:00:00,,
MZY949B,downtime,high,218.3 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
MZY949B,telemetry,high,Salud de telemetría 0.32,2025-07-31T00:00:00,,
NBF241A,downtime,high,201.1 h sin movimiento en 30d | Cobertura 14d: 0.04,2025-07-31T00:00:00,,
NBF241A,telemetry,high,Salud de telemetría 0.30,2025-07-31T00:00:00,,
NDJ498A,downtime,high,218.4 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
NLZ606A,safety,high,Seatbelt 0.39 | Alta velocidad 0.52,2025-07-31T00:00:00,,
NVP3635,safety,high,Seatbelt 0.50 | Alta velocidad 0.47,2025-07-31T00:00:00,,
NYX6756,downtime,high,207.1 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
NYX6756,telemetry,high,Salud de telemetría 0.28,2025-07-31T00:00:00,,
NZN4071,downtime,high,162.0 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
NZN4071,safety,high,Seatbelt 0.44 | Alta velocidad 0.50,2025-07-31T00:00:00,,
PAA6858,downtime,high,129.2 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
PAA6858,safety,high,Seatbelt 0.50 | Alta velocidad 0.46,2025-07-31T00:00:00,,
PCZ5897,safety,high,Seatbelt 0.36 | Alta velocidad 0.44,2025-07-31T00:00:00,,
PEC9204,downtime,high,177.5 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
PEC9204,telemetry,high,Salud de telemetría 0.39,2025-07-31T00:00:00,,
S05BKH,downtime,high,122.3 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
S05BKH,telemetry,high,Salud de telemetría 0.37,2025-07-31T00:00:00,,
W71BJA,downtime,high,206.0 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-31T00:00:00,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 11 eventos (>5),2025-08-29,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 244 eventos (>50),2025-08-29,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 54 eventos (>20),2025-08-29,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 9 eventos (>5),2025-08-29,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 186 eventos (>50),2025-08-29,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 30 eventos (>20),2025-08-29,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 140 eventos (>50),2025-08-29,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 150 eventos (>20),2025-08-29,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 11 eventos (>5),2025-08-29,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 245 eventos (>50),2025-08-29,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 75 eventos (>20),2025-08-29,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 38 eventos (>5),2025-08-30,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 905 eventos (>50),2025-08-30,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 127 eventos (>20),2025-08-30,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 16 eventos (>5),2025-08-30,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 242 eventos (>50),2025-08-30,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 427 eventos (>20),2025-08-30,,
A-05504-A,enhanced_safety,high,Frenado brusco frecuente: 11 eventos (>5),2025-08-30,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 402 eventos (>50),2025-08-30,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 194 eventos (>20),2025-08-30,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 16 eventos (>5),2025-08-30,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 615 eventos (>50),2025-08-30,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 238 eventos (>20),2025-08-30,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 142 eventos (>50),2025-08-31,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 27 eventos (>5),2025-08-31,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 509 eventos (>50),2025-08-31,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 133 eventos (>20),2025-08-31,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 7 eventos (>5),2025-08-31,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 306 eventos (>50),2025-08-31,,
A-05504-A,enhanced_safety,high,Frenado brusco frecuente: 7 eventos (>5),2025-08-31,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 408 eventos (>50),2025-08-31,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 187 eventos (>20),2025-08-31,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 30 eventos (>5),2025-08-31,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 741 eventos (>50),2025-08-31,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 97 eventos (>20),2025-08-31,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 50 eventos (>5),2025-09-01,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 843 eventos (>50),2025-09-01,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 143 eventos (>20),2025-09-01,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 82 eventos (>5),2025-09-01,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1524 eventos (>50),2025-09-01,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 356 eventos (>20),2025-09-01,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 17 eventos (>5),2025-09-01,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 454 eventos (>50),2025-09-01,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 231 eventos (>50),2025-09-01,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 210 eventos (>20),2025-09-01,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 25 eventos (>5),2025-09-01,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 1162 eventos (>50),2025-09-01,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 337 eventos (>20),2025-09-01,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 24 eventos (>5),2025-09-02,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 493 eventos (>50),2025-09-02,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 88 eventos (>20),2025-09-02,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 59 eventos (>5),2025-09-02,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1369 eventos (>50),2025-09-02,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 271 eventos (>20),2025-09-02,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 14 eventos (>5),2025-09-02,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 666 eventos (>50),2025-09-02,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 283 eventos (>50),2025-09-02,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 209 eventos (>20),2025-09-02,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 12 eventos (>5),2025-09-02,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 670 eventos (>50),2025-09-02,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 164 eventos (>20),2025-09-02,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 41 eventos (>5),2025-09-03,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 574 eventos (>50),2025-09-03,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 74 eventos (>20),2025-09-03,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 53 eventos (>5),2025-09-03,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 925 eventos (>50),2025-09-03,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 250 eventos (>20),2025-09-03,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 6 eventos (>5),2025-09-03,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 323 eventos (>50),2025-09-03,,
A-05504-A,enhanced_safety,high,Frenado brusco frecuente: 6 eventos (>5),2025-09-03,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 355 eventos (>50),2025-09-03,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 207 eventos (>20),2025-09-03,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 24 eventos (>5),2025-09-03,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 1006 eventos (>50),2025-09-03,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 222 eventos (>20),2025-09-03,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 20 eventos (>5),2025-09-04,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 442 eventos (>50),2025-09-04,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 46 eventos (>20),2025-09-04,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 922 eventos (>50),2025-09-04,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 246 eventos (>20),2025-09-04,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 296 eventos (>50),2025-09-04,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 279 eventos (>50),2025-09-04,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 711 eventos (>50),2025-09-04,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 199 eventos (>20),2025-09-04,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 60 eventos (>5),2025-09-05,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1325 eventos (>50),2025-09-05,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 351 eventos (>20),2025-09-05,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 998 eventos (>50),2025-09-05,,
A-05504-A,enhanced_safety,high,Frenado brusco frecuente: 9 eventos (>5),2025-09-05,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 523 eventos (>50),2025-09-05,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 261 eventos (>20),2025-09-05,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 45 eventos (>5),2025-09-05,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 689 eventos (>50),2025-09-05,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 288 eventos (>20),2025-09-05,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 30 eventos (>5),2025-09-06,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 670 eventos (>50),2025-09-06,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 162 eventos (>20),2025-09-06,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 246 eventos (>50),2025-09-06,,
A-05504-A,enhanced_safety,high,Frenado brusco frecuente: 8 eventos (>5),2025-09-06,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 229 eventos (>50),2025-09-06,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 8 eventos (>5),2025-09-06,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 397 eventos (>50),2025-09-06,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 27 eventos (>20),2025-09-06,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 35 eventos (>5),2025-09-07,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 796 eventos (>50),2025-09-07,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 185 eventos (>20),2025-09-07,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 396 eventos (>50),2025-09-07,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 145 eventos (>20),2025-09-07,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 644 eventos (>50),2025-09-07,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 106 eventos (>20),2025-09-07,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 45 eventos (>5),2025-09-08,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1152 eventos (>50),2025-09-08,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 410 eventos (>20),2025-09-08,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 9 eventos (>5),2025-09-08,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 518 eventos (>50),2025-09-08,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 348 eventos (>50),2025-09-08,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 177 eventos (>20),2025-09-08,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 1155 eventos (>50),2025-09-08,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 309 eventos (>20),2025-09-08,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 64 eventos (>5),2025-09-09,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1306 eventos (>50),2025-09-09,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 392 eventos (>20),2025-09-09,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 88 eventos (>50),2025-09-09,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 221 eventos (>50),2025-09-09,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 165 eventos (>20),2025-09-09,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 17 eventos (>5),2025-09-09,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 776 eventos (>50),2025-09-09,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 248 eventos (>20),2025-09-09,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 38 eventos (>5),2025-09-10,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1095 eventos (>50),2025-09-10,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 302 eventos (>20),2025-09-10,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 13 eventos (>5),2025-09-10,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 543 eventos (>50),2025-09-10,,
A-05504-A,enhanced_safety,high,Frenado brusco frecuente: 17 eventos (>5),2025-09-10,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 613 eventos (>50),2025-09-10,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 206 eventos (>20),2025-09-10,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 493 eventos (>50),2025-09-10,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 147 eventos (>20),2025-09-10,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 52 eventos (>5),2025-09-11,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1456 eventos (>50),2025-09-11,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 293 eventos (>20),2025-09-11,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 29 eventos (>5),2025-09-11,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 990 eventos (>50),2025-09-11,,
A-05504-A,enhanced_safety,high,Frenado brusco frecuente: 12 eventos (>5),2025-09-11,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 455 eventos (>50),2025-09-11,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 132 eventos (>20),2025-09-11,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 14 eventos (>5),2025-09-11,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 850 eventos (>50),2025-09-11,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 219 eventos (>20),2025-09-11,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1282 eventos (>50),2025-09-12,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 354 eventos (>20),2025-09-12,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 22 eventos (>5),2025-09-12,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 731 eventos (>50),2025-09-12,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 461 eventos (>50),2025-09-12,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 200 eventos (>20),2025-09-12,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 881 eventos (>50),2025-09-12,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 276 eventos (>20),2025-09-12,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 342 eventos (>50),2025-09-12,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 62 eventos (>20),2025-09-12,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 10 eventos (>5),2025-09-13,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 113 eventos (>50),2025-09-13,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 55 eventos (>20),2025-09-13,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 21 eventos (>5),2025-09-13,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 584 eventos (>50),2025-09-13,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 255 eventos (>20),2025-09-13,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 276 eventos (>50),2025-09-13,,
A-05504-A,enhanced_safety,high,Frenado brusco frecuente: 15 eventos (>5),2025-09-13,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 190 eventos (>50),2025-09-13,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 23 eventos (>5),2025-09-13,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 968 eventos (>50),2025-09-13,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 181 eventos (>20),2025-09-13,,
A-05508-A,enhanced_safety,high,Frenado brusco frecuente: 9 eventos (>5),2025-09-13,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 934 eventos (>50),2025-09-13,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 79 eventos (>20),2025-09-13,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 7 eventos (>5),2025-09-14,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 637 eventos (>50),2025-09-14,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 232 eventos (>20),2025-09-14,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 10 eventos (>5),2025-09-14,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 641 eventos (>50),2025-09-14,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 126 eventos (>20),2025-09-14,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 314 eventos (>50),2025-09-14,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 277 eventos (>50),2025-09-14,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 128 eventos (>20),2025-09-14,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 340 eventos (>50),2025-09-14,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 101 eventos (>20),2025-09-14,,
A-05508-A,enhanced_safety,high,Frenado brusco frecuente: 8 eventos (>5),2025-09-14,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 863 eventos (>50),2025-09-14,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 593 eventos (>50),2025-09-15,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 195 eventos (>20),2025-09-15,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 277 eventos (>20),2025-09-15,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 12 eventos (>5),2025-09-15,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 509 eventos (>50),2025-09-15,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 162 eventos (>20),2025-09-15,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 1122 eventos (>50),2025-09-15,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 268 eventos (>20),2025-09-15,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 629 eventos (>50),2025-09-15,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 93 eventos (>20),2025-09-15,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 19 eventos (>5),2025-09-16,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 632 eventos (>50),2025-09-16,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 287 eventos (>20),2025-09-16,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 22 eventos (>5),2025-09-16,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1113 eventos (>50),2025-09-16,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 265 eventos (>50),2025-09-16,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 188 eventos (>50),2025-09-16,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 90 eventos (>20),2025-09-16,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 553 eventos (>50),2025-09-16,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 188 eventos (>20),2025-09-16,,
A-05508-A,enhanced_safety,high,Frenado brusco frecuente: 11 eventos (>5),2025-09-16,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 750 eventos (>50),2025-09-16,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 58 eventos (>20),2025-09-16,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 533 eventos (>50),2025-09-17,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 239 eventos (>20),2025-09-17,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 14 eventos (>5),2025-09-17,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 392 eventos (>50),2025-09-17,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 156 eventos (>20),2025-09-17,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 430 eventos (>50),2025-09-17,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 326 eventos (>50),2025-09-17,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 104 eventos (>20),2025-09-17,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 32 eventos (>5),2025-09-17,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 1416 eventos (>50),2025-09-17,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 331 eventos (>20),2025-09-17,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 507 eventos (>50),2025-09-17,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 91 eventos (>20),2025-09-17,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 13 eventos (>5),2025-09-18,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 396 eventos (>50),2025-09-18,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 226 eventos (>20),2025-09-18,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1114 eventos (>50),2025-09-18,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 396 eventos (>20),2025-09-18,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 759 eventos (>50),2025-09-18,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 378 eventos (>50),2025-09-18,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 176 eventos (>20),2025-09-18,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 21 eventos (>5),2025-09-18,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 932 eventos (>50),2025-09-18,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 176 eventos (>20),2025-09-18,,
A-05508-A,enhanced_safety,high,Frenado brusco frecuente: 6 eventos (>5),2025-09-18,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 624 eventos (>50),2025-09-18,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 88 eventos (>20),2025-09-18,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 16 eventos (>5),2025-09-19,,
