placa,alert_type,severity,details,triggered_at,code,diagnostic_id
330C,inactivity,medium,Actividad cayó 58% vs promedio de 14d,2024-11-03T00:00:00,,
330C,consumption,medium,Consumo cayó 58% y sólo registra 958 L en 30d,2024-11-03T00:00:00,,
A0582H,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2024-11-03T00:00:00,,
PEF6959,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2024-11-03T00:00:00,,
PEF6959,consumption,medium,Consumo cayó 88% y sólo registra 212 L en 30d,2024-11-03T00:00:00,,
NSG8670,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2024-11-04T00:00:00,,
121368K,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2024-11-07T00:00:00,,
P801079,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2024-11-07T00:00:00,,
A46353,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-11-08T00:00:00,,
MAF974B,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2024-11-08T00:00:00,,
A9417K,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2024-11-09T00:00:00,,
B07991,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2024-11-09T00:00:00,,
1704MDF094,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2024-11-10T00:00:00,,
A9094E,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-11-10T00:00:00,,
NBH9999,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2024-11-10T00:00:00,,
A29081,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2024-11-11T00:00:00,,
NAN301A,inactivity,medium,Actividad cayó 83% vs promedio de 14d,2024-11-11T00:00:00,,
NAN301A,consumption,medium,Consumo cayó 83% y sólo registra 494 L en 30d,2024-11-11T00:00:00,,
PDN2241,inactivity,medium,Actividad cayó 85% vs promedio de 14d,2024-11-12T00:00:00,,
PDN2241,consumption,medium,Consumo cayó 85% y sólo registra 213 L en 30d,2024-11-12T00:00:00,,
NZN7779,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2024-11-13T00:00:00,,
807703J,inactivity,medium,Actividad cayó 61% vs promedio de 14d,2024-11-14T00:00:00,,
807703J,consumption,medium,Consumo cayó 61% y sólo registra 213 L en 30d,2024-11-14T00:00:00,,
A04691A,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2024-11-15T00:00:00,,
A04691A,consumption,medium,"Consumo cayó 69% y sólo registra 1,082 L en 30d",2024-11-15T00:00:00,,
A5818G,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-11-16T00:00:00,,
MDE922A,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2024-11-17T00:00:00,,
A0537H,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2024-11-18T00:00:00,,
A1016L,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2024-11-18T00:00:00,,
A83155D,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2024-11-18T00:00:00,,
V25AUE,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2024-11-18T00:00:00,,
A2945E,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2024-11-20T00:00:00,,
ECO517,inactivity,medium,Actividad cayó 81% vs promedio de 14d,2024-11-20T00:00:00,,
P802435,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2024-11-20T00:00:00,,
ECO507,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-11-21T00:00:00,,
NTD7180,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2024-11-21T00:00:00,,
A5685J,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2024-11-22T00:00:00,,
902246,inactivity,medium,Actividad cayó 60% vs promedio de 14d,2024-11-23T00:00:00,,
902246,consumption,medium,"Consumo cayó 60% y sólo registra 1,242 L en 30d",2024-11-23T00:00:00,,
LVJ213A,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2024-11-24T00:00:00,,
A9514J,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2024-11-25T00:00:00,,
A9514J,consumption,medium,Consumo cayó 88% y sólo registra 212 L en 30d,2024-11-25T00:00:00,,
A23726E,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2024-11-26T00:00:00,,
A23726E,consumption,medium,Consumo cayó 73% y sólo registra 386 L en 30d,2024-11-26T00:00:00,,
N86BHC,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2024-11-26T00:00:00,,
NSF7001,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2024-11-26T00:00:00,,
NSF7001,consumption,medium,Consumo cayó 86% y sólo registra 229 L en 30d,2024-11-26T00:00:00,,
ECA530,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2024-11-27T00:00:00,,
Y38BEE,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-11-29T00:00:00,,
A00012,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-11-30T00:00:00,,
NTC2304,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2024-11-30T00:00:00,,
A7764J,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-12-01T00:00:00,,
A9053B,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2024-12-01T00:00:00,,
NYM9892,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2024-12-01T00:00:00,,
MES414A,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2024-12-02T00:00:00,,
A6060E,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2024-12-04T00:00:00,,
A9560B,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2024-12-04T00:00:00,,
B16790,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2024-12-06T00:00:00,,
PDC2428,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2024-12-07T00:00:00,,
A04522A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2024-12-09T00:00:00,,
A04522A,consumption,medium,"Consumo cayó 70% y sólo registra 1,174 L en 30d",2024-12-09T00:00:00,,
LPB973A,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2024-12-09T00:00:00,,
747276J,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2024-12-10T00:00:00,,
NYZ2678,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-12-11T00:00:00,,
P802569,inactivity,medium,Actividad cayó 58% vs promedio de 14d,2024-12-11T00:00:00,,
MZU169A,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-12-13T00:00:00,,
NWC5697,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-12-13T00:00:00,,
PDP9740,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2024-12-13T00:00:00,,
PES7501,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2024-12-13T00:00:00,,
A7739H,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2024-12-14T00:00:00,,
Y01BBX,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2024-12-14T00:00:00,,
A5829B,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-12-15T00:00:00,,
A8601E,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2024-12-16T00:00:00,,
PDN2262,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2024-12-17T00:00:00,,
T47BEC,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2024-12-17T00:00:00,,
A3043J,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2024-12-18T00:00:00,,
121440K,inactivity,medium,Actividad cayó 61% vs promedio de 14d,2024-12-20T00:00:00,,
121440K,consumption,medium,Consumo cayó 61% y sólo registra 763 L en 30d,2024-12-20T00:00:00,,
A278JMF,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2024-12-20T00:00:00,,
A2810C,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2024-12-20T00:00:00,,
A6323E,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2024-12-20T00:00:00,,
RBZ248C,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2024-12-21T00:00:00,,
A0855A,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2024-12-22T00:00:00,,
A0855A,consumption,medium,Consumo cayó 89% y sólo registra 247 L en 30d,2024-12-22T00:00:00,,
N22BAK,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2024-12-22T00:00:00,,
P000400,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2024-12-22T00:00:00,,
P43AMA,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2024-12-22T00:00:00,,
PBW6191,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2024-12-22T00:00:00,,
418,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2024-12-23T00:00:00,,
LF95269,inactivity,medium,Actividad cayó 63% vs promedio de 14d,2024-12-23T00:00:00,,
LF95269,consumption,medium,Consumo cayó 63% y sólo registra 326 L en 30d,2024-12-23T00:00:00,,
1701MDF118,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-12-27T00:00:00,,
44VLB,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2024-12-27T00:00:00,,
W73BCM,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2024-12-27T00:00:00,,
2900JGE,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2024-12-30T00:00:00,,
2900JGE,consumption,medium,Consumo cayó 86% y sólo registra 613 L en 30d,2024-12-30T00:00:00,,
A7861D,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2024-12-30T00:00:00,,
299TLA,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2024-12-31T00:00:00,,
NXD1136,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2024-12-31T00:00:00,,
A9914E,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-01-01T00:00:00,,
PXJ289D,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-01-01T00:00:00,,
A6175M,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-01-03T00:00:00,,
A7284B,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-01-03T00:00:00,,
418C,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-01-04T00:00:00,,
418C,consumption,medium,Consumo cayó 75% y sólo registra 472 L en 30d,2025-01-04T00:00:00,,
A2705K,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-01-04T00:00:00,,
A83112D,inactivity,medium,Actividad cayó 82% vs promedio de 14d,2025-01-04T00:00:00,,
A83112D,consumption,medium,Consumo cayó 82% y sólo registra 434 L en 30d,2025-01-04T00:00:00,,
L95BCL,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-01-07T00:00:00,,
ECO01,inactivity,medium,Actividad cayó 93% vs promedio de 14d,2025-01-08T00:00:00,,
A04684A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-01-10T00:00:00,,
A04684A,consumption,medium,"Consumo cayó 74% y sólo registra 1,041 L en 30d",2025-01-10T00:00:00,,
A96BCJ,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2025-01-10T00:00:00,,
NTK9602,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-01-11T00:00:00,,
NTK9602,consumption,medium,Consumo cayó 91% y sólo registra 212 L en 30d,2025-01-11T00:00:00,,
X91BEH,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2025-01-11T00:00:00,,
A3889A,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-01-12T00:00:00,,
L97BKG,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-01-12T00:00:00,,
PEP7595,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-01-12T00:00:00,,
A8675A,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-01-13T00:00:00,,
1701MDF078,inactivity,medium,Actividad cayó 100% vs promedio de 14d,2025-01-15T00:00:00,,
NXV2821,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-01-15T00:00:00,,
A0814M,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-01-16T00:00:00,,
120053K,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-01-17T00:00:00,,
120053K,consumption,medium,Consumo cayó 69% y sólo registra 676 L en 30d,2025-01-17T00:00:00,,
LYD851A,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-01-17T00:00:00,,
NZW4847,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-01-18T00:00:00,,
NJB3707,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-01-19T00:00:00,,
A5739D,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-01-21T00:00:00,,
NZE5695,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-01-21T00:00:00,,
P801561,inactivity,medium,Actividad cayó 100% vs promedio de 14d,2025-01-21T00:00:00,,
A00115A,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-01-23T00:00:00,,
A00115A,consumption,medium,Consumo cayó 80% y sólo registra 686 L en 30d,2025-01-23T00:00:00,,
PDR6179,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-01-23T00:00:00,,
PDR6179,consumption,medium,Consumo cayó 88% y sólo registra 360 L en 30d,2025-01-23T00:00:00,,
120466K,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-01-24T00:00:00,,
A6086J,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-01-24T00:00:00,,
PEZ7226,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2025-01-24T00:00:00,,
A222JMG,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-01-25T00:00:00,,
A5947G,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-01-25T00:00:00,,
A6293D,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-01-25T00:00:00,,
M07BKD,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-01-25T00:00:00,,
M07BKD,consumption,medium,Consumo cayó 89% y sólo registra 208 L en 30d,2025-01-25T00:00:00,,
PBC6570,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2025-01-25T00:00:00,,
A6899H,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-01-26T00:00:00,,
A25907,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-01-27T00:00:00,,
A5213A,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-01-27T00:00:00,,
CR5838,consumption,medium,"Consumo cayó 0% y sólo registra 1,744 L en 30d",2025-01-27T00:00:00,,
NVM9692,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-01-27T00:00:00,,
PEL8558,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-01-27T00:00:00,,
1912VLL28,inactivity,medium,Actividad cayó 100% vs promedio de 14d,2025-01-28T00:00:00,,
B49AGZ,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-01-29T00:00:00,,
320C,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-01-30T00:00:00,,
A67282,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-01-30T00:00:00,,
NDY621A,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-01-30T00:00:00,,
PBB5710,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2025-01-30T00:00:00,,
NUT2155,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-02-01T00:00:00,,
PBY6165,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-02-01T00:00:00,,
PEC1932,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2025-02-01T00:00:00,,
MCJ666A,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-02-02T00:00:00,,
NHB290A,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-02-02T00:00:00,,
061803K,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-02-03T00:00:00,,
1802709,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-02-03T00:00:00,,
NXR9396,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2025-02-03T00:00:00,,
NXR9396,consumption,medium,Consumo cayó 92% y sólo registra 329 L en 30d,2025-02-03T00:00:00,,
ECA29,inactivity,medium,Actividad cayó 71% vs promedio de 14d,2025-02-05T00:00:00,,
MCJ790B,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-02-05T00:00:00,,
NTA5765,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-02-06T00:00:00,,
A26052E,inactivity,medium,Actividad cayó 55% vs promedio de 14d,2025-02-07T00:00:00,,
A26052E,consumption,medium,Consumo cayó 55% y sólo registra 794 L en 30d,2025-02-07T00:00:00,,
PAY4740,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-02-07T00:00:00,,
P802066,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-02-08T00:00:00,,
A3861B,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-02-09T00:00:00,,
A5872H,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2025-02-09T00:00:00,,
A6934H,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-02-10T00:00:00,,
F87AEX,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-02-10T00:00:00,,
1603MDF019,inactivity,medium,Actividad cayó 93% vs promedio de 14d,2025-02-11T00:00:00,,
061706K,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-02-12T00:00:00,,
A23757E,inactivity,medium,Actividad cayó 55% vs promedio de 14d,2025-02-12T00:00:00,,
A23757E,consumption,medium,Consumo cayó 55% y sólo registra 354 L en 30d,2025-02-12T00:00:00,,
ECO516,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-02-14T00:00:00,,
ECO516,consumption,medium,Consumo cayó 66% y sólo registra 974 L en 30d,2025-02-14T00:00:00,,
NCT2598,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-02-14T00:00:00,,
A0240L,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-02-15T00:00:00,,
MJV798B,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-02-15T00:00:00,,
NPP1204,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-02-15T00:00:00,,
MHJ174B,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2025-02-16T00:00:00,,
NZS8009,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-02-16T00:00:00,,
NWR1656,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-02-17T00:00:00,,
460TL122,inactivity,medium,Actividad cayó 62% vs promedio de 14d,2025-02-18T00:00:00,,
460TL122,consumption,medium,Consumo cayó 62% y sólo registra 581 L en 30d,2025-02-18T00:00:00,,
A01905A,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-02-18T00:00:00,,
A01905A,consumption,medium,"Consumo cayó 66% y sólo registra 1,336 L en 30d",2025-02-18T00:00:00,,
G69AWY,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-02-18T00:00:00,,
NWF7409,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-02-18T00:00:00,,
W96AUN,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-02-18T00:00:00,,
Z17BDN,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-02-18T00:00:00,,
A8482M,inactivity,medium,Actividad cayó 93% vs promedio de 14d,2025-02-19T00:00:00,,
1711MDF126,inactivity,medium,Actividad cayó 100% vs promedio de 14d,2025-02-20T00:00:00,,
A27549E,inactivity,medium,Actividad cayó 49% vs promedio de 14d,2025-02-20T00:00:00,,
A27549E,consumption,medium,Consumo cayó 49% y sólo registra 886 L en 30d,2025-02-20T00:00:00,,
A00926A,inactivity,medium,Actividad cayó 71% vs promedio de 14d,2025-02-21T00:00:00,,
NZU5285,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-02-21T00:00:00,,
A465JME,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-02-22T00:00:00,,
CR5843,consumption,medium,Consumo cayó 38% y sólo registra 303 L en 30d,2025-02-22T00:00:00,,
A1343HA,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-02-23T00:00:00,,
E9003344,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-02-23T00:00:00,,
E9003344,consumption,medium,Consumo cayó 68% y sólo registra 452 L en 30d,2025-02-23T00:00:00,,
L57AZT,inactivity,medium,Actividad cayó 61% vs promedio de 14d,2025-02-23T00:00:00,,
L57AZT,consumption,medium,Consumo cayó 61% y sólo registra 357 L en 30d,2025-02-23T00:00:00,,
PDM6606,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-02-23T00:00:00,,
061802K,inactivity,medium,Actividad cayó 82% vs promedio de 14d,2025-02-24T00:00:00,,
A28624E,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-02-24T00:00:00,,
A28624E,consumption,medium,Consumo cayó 72% y sólo registra 476 L en 30d,2025-02-24T00:00:00,,
C96ATD,inactivity,medium,Actividad cayó 100% vs promedio de 14d,2025-02-24T00:00:00,,
MGS123A,inactivity,medium,Actividad cayó 95% vs promedio de 14d,2025-02-24T00:00:00,,
V45ALS,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-02-26T00:00:00,,
A2175D,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-02-27T00:00:00,,
A7878L,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-03-01T00:00:00,,
B01923,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-03-01T00:00:00,,
MFK307A,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-03-01T00:00:00,,
A8204H,inactivity,medium,Actividad cayó 85% vs promedio de 14d,2025-03-02T00:00:00,,
1802MDF002,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-03-03T00:00:00,,
1260079,inactivity,medium,Actividad cayó 53% vs promedio de 14d,2025-03-06T00:00:00,,
A4766C,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-03-06T00:00:00,,
A4766C,consumption,medium,Consumo cayó 91% y sólo registra 264 L en 30d,2025-03-06T00:00:00,,
ECA557,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-03-08T00:00:00,,
ECA557,consumption,medium,Consumo cayó 91% y sólo registra 345 L en 30d,2025-03-08T00:00:00,,
NTT7520,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-03-09T00:00:00,,
NZA4429,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-03-09T00:00:00,,
NZA4429,consumption,medium,Consumo cayó 86% y sólo registra 367 L en 30d,2025-03-09T00:00:00,,
PBS7821,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-03-09T00:00:00,,
A1939N,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-03-10T00:00:00,,
X45ATY,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-03-10T00:00:00,,
NZS2931,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-03-12T00:00:00,,
A1908B,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-03-14T00:00:00,,
V24BJA,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-03-14T00:00:00,,
V24BJA,consumption,medium,Consumo cayó 90% y sólo registra 205 L en 30d,2025-03-14T00:00:00,,
NUK9880,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-03-15T00:00:00,,
A0022K,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-03-16T00:00:00,,
L37AZX,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-03-17T00:00:00,,
LRV034B,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-03-17T00:00:00,,
LYC130B,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-03-18T00:00:00,,
CR5662,inactivity,medium,Actividad cayó 100% vs promedio de 14d,2025-03-20T00:00:00,,
K76BKB,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-03-20T00:00:00,,
NZN1683,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-03-20T00:00:00,,
1802MDF053,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-03-21T00:00:00,,
NCL940A,inactivity,medium,Actividad cayó 84% vs promedio de 14d,2025-03-22T00:00:00,,
NCL940A,consumption,medium,Consumo cayó 84% y sólo registra 432 L en 30d,2025-03-22T00:00:00,,
A02033A,inactivity,medium,Actividad cayó 84% vs promedio de 14d,2025-03-23T00:00:00,,
PEN9459,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-03-23T00:00:00,,
X28ABB,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-03-23T00:00:00,,
837757J,inactivity,medium,Actividad cayó 64% vs promedio de 14d,2025-03-24T00:00:00,,
837757J,consumption,medium,"Consumo cayó 64% y sólo registra 1,010 L en 30d",2025-03-24T00:00:00,,
TWB842A,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-03-24T00:00:00,,
6CS8F90,inactivity,medium,Actividad cayó 67% vs promedio de 14d,2025-03-25T00:00:00,,
6CS8F90,consumption,medium,Consumo cayó 67% y sólo registra 929 L en 30d,2025-03-25T00:00:00,,
K0088219,inactivity,medium,Actividad cayó 96% vs promedio de 14d,2025-03-25T00:00:00,,
A0339H,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-03-26T00:00:00,,
K00882,inactivity,medium,Actividad cayó 62% vs promedio de 14d,2025-03-26T00:00:00,,
K00882,consumption,medium,Consumo cayó 62% y sólo registra 968 L en 30d,2025-03-26T00:00:00,,
P802460,inactivity,medium,Actividad cayó 94% vs promedio de 14d,2025-03-26T00:00:00,,
A03782R,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-03-27T00:00:00,,
A03782R,consumption,medium,Consumo cayó 66% y sólo registra 236 L en 30d,2025-03-27T00:00:00,,
A2381G,inactivity,medium,Actividad cayó 98% vs promedio de 14d,2025-03-27T00:00:00,,
A25990E,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-03-27T00:00:00,,
A25990E,consumption,medium,Consumo cayó 66% y sólo registra 209 L en 30d,2025-03-27T00:00:00,,
NFZ815A,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-03-27T00:00:00,,
E65BCF,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-03-28T00:00:00,,
A24346E,inactivity,medium,Actividad cayó 67% vs promedio de 14d,2025-03-30T00:00:00,,
A24346E,consumption,medium,Consumo cayó 67% y sólo registra 547 L en 30d,2025-03-30T00:00:00,,
A2967L,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-03-30T00:00:00,,
MXD890B,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-03-30T00:00:00,,
MXD890B,consumption,medium,Consumo cayó 88% y sólo registra 298 L en 30d,2025-03-30T00:00:00,,
A2118G,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-03-31T00:00:00,,
J75AUP,inactivity,medium,Actividad cayó 97% vs promedio de 14d,2025-03-31T00:00:00,,
LE41033,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-03-31T00:00:00,,
MWM963A,inactivity,medium,Actividad cayó 99% vs promedio de 14d,2025-03-31T00:00:00,,
NWR6510,inactivity,medium,Actividad cayó 79% vs promedio de 14d,2025-03-31T00:00:00,,
NWR6510,consumption,medium,Consumo cayó 79% y sólo registra 249 L en 30d,2025-03-31T00:00:00,,
403TL180,inactivity,medium,Actividad cayó 67% vs promedio de 14d,2025-04-01T00:00:00,,
403TL180,consumption,medium,Consumo cayó 67% y sólo registra 305 L en 30d,2025-04-01T00:00:00,,
A1291M,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-01T00:00:00,,
PBP2691,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-04-01T00:00:00,,
