Reporte de errores del motor,,"oct. 05, 2025",,,,,,,,,
DIDCOM IOT,,,,,,,,,,,
,,,,,,,,,,,
Fecha,,,,,,,,,,,
Desde,"sep. 01, 2025",,,,,,,,,,
Hasta,"sep. 30, 2025",,,,,,,,,,
Días,30,,,,,,,,,,
,,,,,,,,,,,
Huso horario,America/Mexico_City,,,,,,,,,,
,,,,,,,,,,,
Dispositivo,Grupo de dispositivos,Fecha,Fecha de descarte,Usuario que lo descarta,Descripción,Modo de Falla,Fuente,Controlador de motor,Código,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 11:34:02 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 2:12:54 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 2:12:54 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 2:13:15 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 3:03:58 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 3:03:59 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 3:04:18 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 3:22:32 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 3:22:32 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 3:22:52 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 5:11:30 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 5:11:31 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 5:11:50 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 5:44:45 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 5:44:46 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 5:45:06 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 6:36:14 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 6:36:15 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 28, 2025 6:36:35 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 5:30:38 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 5:30:38 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 5:30:57 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 6:22:40 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 6:22:41 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 6:23:00 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 7:47:29 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 7:47:29 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 7:47:49 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 11:31:06 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 11:31:06 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 11:31:26 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 11:42:08 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 11:42:08 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 11:42:28 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 2:22:19 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 2:22:20 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 2:22:40 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 2:29:37 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 2:29:37 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 2:29:57 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 3:48:25 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 3:48:27 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 3:48:46 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 4:01:21 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 4:01:21 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 4:01:41 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 5:12:19 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 5:12:19 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 5:12:39 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 5:53:22 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 5:53:23 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 5:53:43 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 6:08:45 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 6:08:45 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 29, 2025 6:09:05 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 5:30:43 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 5:30:43 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 5:31:03 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 6:22:37 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 6:22:37 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 6:22:57 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 8:08:04 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 8:08:04 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 8:12:25 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 8:12:25 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 8:12:45 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 11:47:55 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 11:47:55 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 11:48:15 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 12:00:03 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 12:00:03 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 12:00:23 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 12:44:03 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 12:44:03 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 12:44:23 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 12:57:32 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 12:57:32 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 12:57:52 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 2:20:58 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 2:20:58 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 2:21:18 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 2:31:35 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 2:31:36 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 2:31:56 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 6:21:40 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 6:21:40 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 6:22:00 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 6:42:45 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 6:42:46 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 6:43:05 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 7:37:24 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 7:37:24 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 7:37:44 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 7:47:56 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 7:47:56 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 7:48:16 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 8:49:59 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 8:50:00 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 30, 2025 8:50:19 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05504-A,"Vehicle, Conductores del mundo","sep. 07, 2025 11:21:06 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Firmware update applied,,Telematics Device,Telematics device,132,,
A-05504-A,"Vehicle, Conductores del mundo","sep. 08, 2025 10:39:32 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Device reset due to parameter change,,Telematics Device,Telematics device,377,,
A-05504-A,"Vehicle, Conductores del mundo","sep. 08, 2025 1:57:23 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Telematics device fault: internal reset initiated,,Telematics Device,Telematics device,292,,
A-05504-A,"Vehicle, Conductores del mundo","sep. 08, 2025 8:06:02 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Telematics device fault: internal reset initiated,,Telematics Device,Telematics device,292,,
A-05504-A,"Vehicle, Conductores del mundo","sep. 09, 2025 10:10:36 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Telematics device fault: internal reset initiated,,Telematics Device,Telematics device,292,,
A-05504-A,"Vehicle, Conductores del mundo","sep. 22, 2025 3:56:54 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Telematics device fault: internal reset initiated,,Telematics Device,Telematics device,292,,
A-05504-A,"Vehicle, Conductores del mundo","sep. 22, 2025 4:02:39 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Telematics device fault: internal reset initiated,,Telematics Device,Telematics device,292,,
A-05504-A,"Vehicle, Conductores del mundo","sep. 24, 2025 12:13:46 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Telematics device fault: internal reset initiated,,Telematics Device,Telematics device,292,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 08, 2025 2:59:56 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Firmware update applied,,Telematics Device,Telematics device,132,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 08, 2025 9:11:24 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Device reset due to parameter change,,Telematics Device,Telematics device,377,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 08, 2025 11:02:06 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Telematics device fault: internal reset initiated,,Telematics Device,Telematics device,292,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 08, 2025 8:05:55 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Telematics device fault: internal reset initiated,,Telematics Device,Telematics device,292,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 5:16:11 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Catalyst system efficiency below threshold bank 1,No sub type information,OBD with Source Address Information,OBD Powertrain,P0420,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 5:16:11 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Catalyst system efficiency below threshold bank 1,No sub type information,OBD with Source Address Information,OBD Powertrain,P0420,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 5:16:31 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 7:07:29 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Catalyst system efficiency below threshold bank 1,No sub type information,OBD with Source Address Information,OBD Powertrain,P0420,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 7:07:30 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Catalyst system efficiency below threshold bank 1,No sub type information,OBD with Source Address Information,OBD Powertrain,P0420,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 7:07:49 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 7:23:55 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Catalyst system efficiency below threshold bank 1,No sub type information,OBD with Source Address Information,OBD Powertrain,P0420,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 7:23:55 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Catalyst system efficiency below threshold bank 1,No sub type information,OBD with Source Address Information,OBD Powertrain,P0420,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 7:24:15 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 9:11:19 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Catalyst system efficiency below threshold bank 1,No sub type information,OBD with Source Address Information,OBD Powertrain,P0420,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 9:11:19 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Catalyst system efficiency below threshold bank 1,No sub type information,OBD with Source Address Information,OBD Powertrain,P0420,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 9:11:39 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05507-A,"Vehicle, Conductores del mundo","sep. 11, 2025 11:07:19 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Catalyst system efficiency below threshold bank 1,No sub type information,OBD with Source Address Information,OBD Powertrain,P0420,,
